prefix,input_text,target_text
English to Thai,"In addition, there is the application of Internet of Things technology (IoT) to measurement and display systems for research studies related to solar power generation systems for the convenience of research studies.",เป็นการนำเทคโนโลยีอินเทอร์เน็ตของสรรพสิ่งประยุกต์ใช้กับระบบวัดและแสดงผลสำหรับการศึกษาวิจัยที่เกี่ยวกับระบบผลิตไฟฟ้าพลังงานแสงอาทิตย์ เพื่อความสะดวกในการศึกษาวิจัย
English to Thai,"A work process is a group of electrical measurement circuits with two sets of voltage, current, solar panel temperature, and environmental sensors such as solar radiation, ambient light, wind speed, temperature, and relative humidity.",โดยมีขั้นตอนการทำงาน คือ กลุ่มวงจรวัดค่าทางไฟฟ้า ได้แก่ แรงดัน กระแส และอุณหภูมิแผง จำนวน 2 ชุด และกลุ่มเซนเซอร์วัดค่าทางสภาพแวดล้อม ได้แก่ ความเข้มรังสีอาทิตย์ ความเข้มแสง ความเร็วลม อุณหภูมิและความชื้นสัมพัทธ์
English to Thai,"Signals are sent to two NodeMCU ESP32 processor boards, communicated via NETPIE cloud servers with MQTT protocol, the measurement systems can be displayed on a computer laptop or smartphone both on-site and remotely.",ส่งสัญญาณให้กับตัวประมวลผล NodeMCU ESP32 จำนวน 2 บอร์ด ติดต่อผ่านคลาวด์เซิร์ฟเวอร์ของเน็ตพายด้วยโพรโตคอล MQTT เพื่อให้ระบบวัดสามารถแสดงผลบนคอมพิวเตอร์หรือสมาร์ทโฟนได้ทั้งหน้างานและรีโมททางไกล
English to Thai,"The result of the evaluation test revealed that the proposed measurement system has an all-day Mean Absolute Error (MAE) of less than 3%, which can be effectively used in a research study on the performance of solar power generation systems.",ผลการทดสอบประเมินผล พบว่า ระบบวัดที่นำเสนอมีค่าความคลาดเคลื่อนเฉลี่ยตลอดวันไม่เกินร้อยละ 3 สามารถนำไปใช้สำหรับการศึกษาวิจัยเปรียบเทียบสมรรถนะระบบผลิตไฟฟ้าจากพลังงานแสงอาทิตย์ได้อย่างมีประสิทธิผล
English to Thai,This research aimed to assess the amount of particulate matter less than 2.5 microns (PM2.5) in indoor and outdoor areas of Udon Thani Rajabhat University (Sam Phrao Education Center).,งานวิจัยนี้มีวัตถุประสงค์เพื่อประเมินปริมาณฝุ่นละอองที่น้อยกว่า 2.5 ไมครอน (PM2.5) ในพื้นที่ภายในและภายนอกอาคาร ของมหาวิทยาลัยราชภัฏอุดรธานี (ศูนย์การศึกษาสามพร้าว)
English to Thai,"In the study area, the amount of particulate matter less than 2.5 microns, temperature, and relative humidity were investigated for 8 hours each day, from 8:00 a.m. to 4:00 p.m., 5 consecutive days each week.",ดำเนินการตรวจวัดปริมาณฝุ่นละออง PM2.5 อุณหภูมิ และความชื้นสัมพัทธ์ ในพื้นที่ศึกษาวันละ 8 ชั่วโมง ตั้งแต่เวลา 08.00 - 16.00 น. 5 วันต่อเนื่องกันในแต่ละสัปดาห์
English to Thai,The period of this study was 1 year from November 2019 to November 2020.,ตั้งแต่เดือนพฤศจิกายน 2562 - เดือนพฤศจิกายน 2563
English to Thai,"The average amount of particulate matter has been reported according to winter, summer, and rainy seasons.",วิเคราะห์ผลค่าเฉลี่ยปริมาณฝุ่นละอองที่ได้ ตามฤดูหนาว ฤดูร้อน และฤดูฝน
English to Thai,"The I/O ratios were analyzed, and a mathematical model was designed.",วิเคราะห์ค่าอัตราส่วนระหว่างปริมาณฝุ่นละอองภายในและภายนอกอาคาร (I/O ratio)
English to Thai,"The results revealed that the amount of fine particulate matter in indoor the study areas during the winter, the summer, and the rainy seasons were in the range of 59.87 - 133.50 mg/m3, 20.72 - 106.65 mg/m3, and 16.52 - 109.21 mg/m3, respectively.","และสร้างแบบจำลองทางคณิตศาสตร์ ผลการศึกษาพบว่าในฤดูหนาว ฤดูร้อน และฤดูฝน ""มีปริมาณของฝุ่นละออง PM2.5 ภายในอาคารอยู่ในช่วง 59.87 - 133.50 mg/m3, 20.72 - 106.65 mg/m3 และ 16.52 - 109.21 mg/m3 ตามลำดับ"""
English to Thai,"The amount of fine particulate matter in outdoor study areas in the winter, the summer, and the rainy seasons were in the range of 50.71 - 140.11 mg/m3, 29.01 - 42.53 mg/m3, and 16.42 - 116.25 mg/m3, respectively.","ปริมาณของฝุ่นละออง PM2.5 ภายนอกอาคารอยู่ในช่วง 50.71 - 140.11 mg/m3, 29.01 - 42.53 mg/m3 และ 16.42 - 116.25 mg/m3 ตามลำดับ"
English to Thai,"In winter, the PM2.5 particulate has the highest value because of the low relative humidity and low temperature.",ในช่วงฤดูหนาวมีปริมาณฝุ่นละออง PM2.5 สูงสุดเนื่องจากความชื้นสัมพัทธ์ และอุณหภูมิมีค่าต่ำ
English to Thai,"In summer, the PM2.5 particulate matter has lower than in the winter because the relative humidity was lower, and the temperature was higher leading to the air circulation on the bottom surface making PM2.5 dust easily moveable.",ในช่วงฤดูร้อนมีปริมาณฝุ่นละออง PM2.5 ต่ำกว่าฤดูหนาว เนื่องจากความชื้นสัมพัทธ์มีค่าต่ำ แต่อุณหภูมิมีค่าสูง จึงเกิดการหมุนเวียนของอากาศบริเวณพื้นผิวด้านล่างทำให้ฝุ่นละออง PM2.5 สามารถเคลื่อนย้ายได้ง่าย
English to Thai,"On rainy, the PM2.5 particulate has the lowest due to the higher relative humidity, resulting in a downwash of the dust called wet deposition.",ในช่วงฤดูฝนมีปริมาณฝุ่นละออง PM2.5 ต่ำที่สุด
English to Thai,"The results of the exposure assessment analysis were based on the ratio between indoor and outdoor particulate matter levels revealed that the highest value was 1.40±0.12, indicating that there is a chance of being exposed from inside more than outside of the building.",เนื่องจากความชื้นสัมพัทธ์มีค่าสูงเกิดกระบวนการตกแบบเปียกชะล้างฝุ่นละออง ผลการวิเคราะห์การได้รับสัมผัสโดยพิจารณาจากค่าอัตราส่วนระหว่างระดับฝุ่นละอองภายในและภายนอกอาคาร พบว่ามีค่าสูงสุดเท่ากับ 1.40±0.12 แสดงว่ามีโอกาสรับสัมผัสกับฝุ่นละออง PM2.5 ภายในอาคารมากกว่าภายนอกอาคาร
English to Thai,"The coefficient of determination obtained from the mathematical model for PM2.5 particulate matter from inside and outside of the building (R2) were 0.85 and 0.97, respectively.",ค่าสัมประสิทธิ์ตัวกำหนดที่ได้จากแบบจำลองทางคณิตศาสตร์เพื่อปริมาณฝุ่นละออง PM2.5 ภายในและภายนอกอาคาร (R2) เท่ากับ 0.85 และ 0.97 ตามลำดับ
English to Thai,This paper presents the optimal fourth-order active low-pass filter design based on the Sallen-Key topology by using the intensified current search (ICuS) algorithm.,บทความนี้ นำเสนอการออกแบบวงจรกรองผ่านต่ำแบบแอกทีฟอันดับ-4 ที่มีโครงสร้างแบบ Sallen-Key อย่างเหมาะสม โดยใช้การค้นหาแบบกระแสเชิงเข้มข้น (intensified current search: ICuS)
English to Thai,"The sum of squared error between the ideal characteristic curve and the actual characteristic curve of the considered active low-pass filter is set as the objective function to be minimized. Results obtained by the ICuS will be compared with those obtained by other algorithms appeared in the literatures. ""As design results, the fourth-order active low-pass filter designed by the ICuS provides the satisfactory characteristic closer to the ideal curve than other existing algorithms.""",ผลรวมของความคลาดเคลื่อนกำลังสองระหว่างกราฟของวงจรกรองในอุดมคติและกราฟของวงจรกรองที่ได้จากการออกแบบ     จะถูกกำหนดให้เป็นฟังก์ชันวัตถุประสงค์ที่ต้องการทำให้มีค่าน้อยที่สุด ผลการออกแบบจะถูกนำไปเปรียบเทียบกับขั้นตอนวิธีการค้นหาแบบอภิศึกษาสำนึกที่ปรากฏในงานวิจัยที่เกี่ยวข้อง จากผลการออกแบบ พบว่า วงจรกรองผ่านต่ำแบบแอกทีฟอันดับ-4 ที่ออกแบบโดยขั้นตอนวิธี ICuS ให้ผลตอบสนองที่ใกล้เคียงกราฟอุดมคติมากกว่าขั้นตอนวิธีการค้นหาแบบอภิศึกษาสำนึกที่ปรากฏในงานวิจัยที่เกี่ยวข้อง
English to Thai,"In this research, chemical precipitation was studied using 4 types of shells as chemical precipitants, as follows, oyster shells, Mussel shells, Cockle shell and striped shells.",งานวิจัยนี้ได้ศึกษาการตกตะกอนทางเคมีโดยใช้เปลือกหอย 4 ชนิด เป็นสารตกตะกอนทางเคมี คือ เปลือกหอยนางรม เปลือกหอยแมลงภู่ เปลือกหอยแครง และเปลือกหอยลาย
English to Thai,The efficiency of heavy metal removal (lead and copper) contaminated in synthetic wastewater was studied by shells prepared at 200 and 900 ºC temperatures.,โดยศึกษาประสิทธิภาพการกำจัดโลหะหนัก(ตะกั่ว และทองแดง) ที่ปนเปื้อนในน้ำเสียสังเคราะห์ด้วยเปลือกหอยที่เตรียมจากอุณหภูมิ 200 และ 900 ºC
English to Thai,Better than shells baked at 200 ºC with a maximum efficiency of 100 % heavy metal removal.,ผลการศึกษาพบว่าเปลือกหอยที่เผาด้วยอุณหภูมิสูง 900 ºC สามารถกำจัดตะกั่วและทองแดงได้ดีกว่าเปลือกหอยที่อบด้วยอุณหภูมิ 200 ºC โดยมีประสิทธิภาพในการกำจัดโลหะหนักสูงสุดได้ 100 %
English to Thai,"And it was found that striped shells removed the most lead. ""Accounted for 50.07 %, followed by cockle shells oyster shells and mussel shells accounted for 49.15 %, 48.44 % and 43.83 %, respectively.""","และพบว่าเปลือกหอยลายสามารถกำจัดตะกั่วได้มากที่สุด คิดเป็น 50.07 % รองลงมา คือ เปลือกหอยแครง เปลือกหอยนางรม และเปลือกหอยแมลงภู่ คิดเป็น 49.15 %, 48.44 % และ 43.83 % ตามลำดับ"
English to Thai,"In addition, this study compared the removal effect of lead and copper at pH 5, 7, 9 and 11.","นอกจากนั้นงานวิจัยนี้ได้ศึกษาเปรียบเทียบผลการกำจัดโลหะตะกั่วและทองแดงที่ช่วง pH 5, 7, 9 และ 11"
English to Thai,It was found that the optimum condition for lead and copper removal was pH 9 by all kinds of shells the highest lead removal efficiency is between 86 - 90% and the highest copper removal efficiency is 90%.,พบว่าสภาวะที่เหมาะสมที่สุดในการกำจัดตะกั่วและทองแดงคือ pH 9 โดยทุกชนิดเปลือกหอย มีประสิทธิภาพในการกำจัดตะกั่วสูงที่สุดมีค่าระหว่าง 86 - 90 % และประสิทธิภาพในการกำจัดทองแดงสูงที่สุด เท่ากับ 90 %
English to Thai,"Nowadays, carbon steel grade S45C is now widely used in industry which is brought through the workpiece turning process.",ปัจจุบันเหล็กกล้าคาร์บอนเกรด S45C มีการนำมาใช้ในอุตสาหกรรมอย่างแพร่หลาย โดยการนำมาผ่านกระบวนการกลึงชิ้นงาน
English to Thai,And it is necessary to know how to determine the appropriate turning factor.,และจำเป็นต้องทราบแนวทางกำหนดปัจจัยในการกลึงที่มีความเหมาะสม
English to Thai,The aim of this research was to apply the Box–Behnken experimental design with response surface methodology for predicting the surface roughness in the boring of carbon steel grade S45C.,งานวิจัยนี้จึงมีวัตถุประสงค์เพื่อประยุกต์ใช้การออกแบบการทดลองบ็อกซ์–เบห์นเคนด้วยวิธีการพื้นผิวตอบสนองสำหรับการพยากรณ์ค่าความขรุขระผิวในการกลึงคว้านรูในเหล็กกล้าคาร์บอนเกรด S45C
English to Thai,"The factors used in the experiment consisted of the speed of 800 – 1,700 rpm, feed rate of 0.06 – 0.10 mm/rev, depth of cut of 0.25 – 0.35 mm, and the overhang of 25 – 45 mm.","โดยมีปัจจัยที่ใช้ในการทดลอง ประกอบด้วย ความเร็วรอบ 800-1,700 รอบต่อนาที อัตราป้อน 0.06-0.10 มิลลิเมตรต่อรอบ ความลึกในการตัด 0.25-0.35 มิลลิเมตร และความยาวด้ามมีด 25-45 มิลลิเมตร"
English to Thai,"The experiment showed that the main factors affecting the surface roughness were speed, feed rate, depth of cut, and overhang.",จากการทดลองพบว่า ปัจจัยหลักที่ส่งผลต่อค่าความขรุขระผิว คือ ความเร็วรอบ อัตราป้อน ความลึกในการตัด และความยาวด้ามมีด
English to Thai,"The surface roughness value decrease with the depth of cut, feed rate, and overhang was lower and increase the speed.",โดยค่าความขรุขระผิวมีแนวโน้มลดลงเมื่อใช้อัตราป้อน ความลึกในการตัด และความยาวด้ามมีดต่ำลง และเพิ่มความเร็วรอบให้สูงขึ้น
English to Thai,"The optimum condition was the speed of 1,700 rpm, feed rate of 0.06 mm/rev, depth of cut of 0.25 mm, and the overhang 25 mm. The surface roughness was 1.6387 μm.","ซึ่งสภาวะที่เหมาะสม คือ ความเร็วรอบ 1,700 รอบต่อนาที อัตราป้อน 0.06 มิลลิเมตรต่อรอบ ความลึกในการตัด 0.25 มิลลิเมตร และความยาวด้ามมีด 25 มิลลิเมตร ได้ค่าความขรุขระผิวเท่ากับ 1.6387 ไมโครเมตร"
English to Thai,"In the experiment, the results were confirmed.",และในการทดลองยืนยันผลพบว่า
English to Thai,"The Mean. ""Absolute Percent Error was 1.92 percent, which is less than 5 percent, so it is within the acceptable range.""",ค่าเฉลี่ยเปอร์เซ็นต์ของความคลาดเคลื่อนสัมบูรณ์ มีค่าเท่ากับ 1.92 เปอร์เซ็นต์ ซึ่งน้อยกว่า 5 เปอร์เซ็นต์ จึงอยู่ในเกณฑ์ที่ยอมรับได้
English to Thai,"From the analysis of insert wear behavior by making holes in carbon steel grade S45C at optimum turning conditions with a turning time of 487 minutes, the insert was found to have wear on the surface or flank wear caused by strong friction between the workpiece and the turning insert.",และจากการวิเคราะห์พฤติกรรมการสึกหรอของเม็ดมีด โดยการกลึงคว้านรูในเหล็กกล้าคาร์บอน เกรด S45C ที่สภาวะการกลึงที่เหมาะสม โดยใช้เวลาในการกลึง 487 นาที พบว่าเม็ดมีดจะมีลักษณะการสึกหรอบนผิวหลบ เกิดจากการเสียดสีกันอย่างรุนแรงระหว่างชิ้นงานกับเม็ดมีดกลึง
English to Thai,The tree drawing test is one of the most popular projective test tools used by clinical psychologists to determine the mental state of the person taking the test.,การทดสอบวาดรูปต้นไม้ (Tree Drawing Test) เป็นหนึ่งในเครื่องมือแบบทดสอบประเมินบุคลิกภาพ (Projective test) ที่นิยมใช้ของนักจิตวิทยาคลินิกเพื่อใช้ในการบ่งบอกสถานะภาพจิตใจของผู้ทำการทดสอบ
English to Thai,"There are many characteristics of tree drawing that clinical psychologists have used in their analysis, such as crown, trunk, branch, root, ground of tree.",ซึ่งลักษณะเฉพาะของภาพวาดต้นไม้ที่นักจิตวิทยาคลินิกนำมาใช้ในการวิเคราะห์นั้นมีมากมายไม่ว่าจะเป็น พุ่มไม้ ลำต้น กิ่งก้าน ราก พื้นของต้นไม้
English to Thai,The advantages of using the tree drawing test are that it allows you to know the mental state of the person and can be used on people of all ages.,ซึ่งข้อดีของการทำการทดสอบวาดรูปต้นไม้คือทำให้รู้สภาพจิตใจของผู้ทำการทดสอบได้ละเอียดและสามารถใช้ได้กับคนทุกวัย
English to Thai,"On the other hand, the disadvantage is that it requires an expert to interpret the results.",แต่ข้อเสียคือต้องใช้ผู้เชี่ยวชาญในการแปลผล
English to Thai,"This research aimed to develop a prototype of an automated screening system for mentally ill patients using tree drawings by starting with the detection of crown and trunk objects, one of the key features in tree drawings.",งานวิจัยนี้จัดทำขึ้นมีวัตถุประสงค์เพื่อต้นแบบพัฒนาระบบการคัดกรองผู้ป่วยทางจิตอัตโนมัติโดยใช้ภาพวาดต้นไม้ โดยเริ่มต้นที่การตรวจจับวัตถุที่เป็นพุ่มไม้และลำต้นซึ่งเป็นหนึ่งลักษณะสำคัญในภาพวาดต้นไม้ที่นักจิตวิทยาคลินิกจะนำมาวิเคราะห์
English to Thai,"Using deep learning, clinical psychologists automatically detect crown and trunk for width and length, and then use the data for subsequent analysis.",ด้วยการใช้การเรียนรู้เชิงลึก (Deep Learning) ตรวจจับพุ่มไม้และลำต้นเพื่อหาความกว้างและความยาวแบบอัตโนมัติแล้วให้นำข้อมูลดังกล่าวไปวิเคราะห์ในลำดับถัดไป
English to Thai,The deep learning model used in this research was the SSD MobileNet model.,โดยโมเดลการเรียนรู้เชิงลึกที่งานวิจัยนี้ใช้คือโมเดล SSD MobileNet
English to Thai,"As a result, the model was able to detect crown and trunk with average accuracy of 86.38% and 54.21%, respectively.",จากผลการทดลองพบว่าโมเดลดังกล่าวสามารถตรวจจับพุ่มไม้และลำต้นได้โดยมีความแม่นยำเฉลี่ยอยู่ที่ 86.38% และ 54.21% ตามลำดับ
English to Thai,"Nowadays, the production of bioethanol from lignocellulosic biomass is intensive attention regarding to the largest increase in the renewable energy demand.",ปัจจุบันการผลิตไบโอเอทานอลจากชีวมวลลิกโนเซลลูโลสได้รับความสนใจเป็นอย่างมาก เนื่องจากความต้องการใช้เป็นแหล่งพลังงานทดแทนมีแนวโน้มสูงขึ้น
English to Thai,The objective of this study was focused on the efficiency of bioethanol production from banana peel (Musa sapientum L.) rely on the differentiated biomass pretreatment either chemical or physico-chemical techniques followed by the synergistic of cellulase and xylanase enzyme hydrolysis.,การวิจัยครั้งนี้มีวัตถุประสงค์เพื่อศึกษาประสิทธิภาพของเปลือกกล้วยน้ำว้า (Musa sapientum L.)ในการผลิตไบโอเอทานอล โดยการศึกษาการปรับสภาพเปลือกกล้วยน้ำว้าด้วยวิธีการทางเคมี และวิธีการทางเคมีกายภาพ ก่อนนำชีวมวลที่ผ่านการปรับสภาพไปย่อยด้วยเอนไซม์ผสมระหว่างไซแลนเนสและเซลลูเลส
English to Thai,The physico-chemical pretreatment through 121°C and 0.05 N NaOH was exhibited the highest reducing sugar concentration at 800.88 mg/ml.,ผลการทดลองพบว่ากระบวนการปรับสภาพด้วยอุณหภูมิ 121°C ร่วมกับ NaOH 0.05 N ให้ปริมาณน้ำตาลรีดิวซ์สูงสุดที่ 808.88 mg/ml
English to Thai,"Moreover, the reducing sugar derived from the pretreated banana peel biomass was slightly enhanced according to the enzymatic hydrolysis reaction, especially the physico-chemical pretreated biomass.",นอกจากนี้ยังพบว่าน้ำตาลรีดิวซ์จากตัวอย่างชีวมวลเปลือกกล้วยน้ำว้ามีปริมาณมากขึ้นในทุกชุดการทดลองเมื่อผ่านการย่อยด้วยเอนไซม์โดยเฉพาะชีวมวลที่ผ่านการปรับสภาพด้วยวิธีการทางเคมีกายภาพ
English to Thai,The banana peel hydrolysate was readily accessed to the bioethanol fermentation constructed by Pichia stipitis TISTR5306.,และเมื่อนำไฮโดรไลเสทจากการย่อยชีวมวลเปลือกกล้วยน้ำว้ามาใช้ในการผลิตไบโอเอทานอลด้วยยีสต์ Pichia stipitis TISTR 5306
English to Thai,The result revealed the maximize ethanol accumulation at 7.47 g/l according to the utilization of the highest reducing sugar as a substrate.,ผลการทดลองพบว่าปริมาณเอทานอลสะสมสูงสุดที่ 7.47 g/l เมื่อใช้ไฮโดรไลเสทที่มีน้ำตาลรีดิวซ์สูงสุดเป็นสับสเตรท
English to Thai,The overall results would be defined as the considerable scheme toward simultaneously alternative biomass and the effectiveness technology optimization for bioethanol production responded to the further extending demand of an alternative bio-fuel.,จากผลการทดลองในครั้งนี้นำไปสู่แนวทางสำคัญในการจัดหาชีวมวลทางเลือกควบคู่กับการศึกษากระบวนการที่เหมาะสมในการผลิตไบโอเอทานอลเพื่อตอบสนองต่อความต้องการเชื้อเพลิงชีวภาพที่มีแนวโน้มมากขึ้นต่อไปในอนาคต
English to Thai,This research aims to study the situation of modern technology and innovation disruption in Thai construction industries.,การวิจัยนี้เป็นการศึกษาสถานการณ์ดิสรัปชั่นทางเทคโนโลยีและนวัตกรรมสมัยใหม่ของอุตสาหกรรมก่อสร้างไทย
English to Thai,The article started from conducting a specific field survey to a sample of 86 establishments of Thai construction industries registered as a member of Thai Contractors Association under H.M. The King's Patronage.,เริ่มจากการสำรวจภาคสนามแบบเจาะจงไปที่กลุ่มตัวอย่างจากสถานประกอบการในอุตสาหกรรมก่อสร้างที่ขึ้นทะเบียนเป็นสมาชิกของสมาคมอุตสาหกรรมก่อสร้างไทย ในพระบรมราชูปถัมภ์ จำนวน 86 แห่ง
English to Thai,"The sample of research is calculated by using Taro Yamane formula, it was found that there was a 90 percent confidence level from 580 establishments.",เมื่อคำนวณระดับความเชื่อมั่นตามทาโร่ ยามาเน่ พบว่ามีระดับความเชื่อมั่นที่ร้อยละ 90 จากสถานประกอบการทั้งหมด 580 แห่ง
English to Thai,"The result of the research showed that, 32.5% of large and medium enterprises have an adjustment of technology and innovation policy under Thai industrial revolution 4.0, and are ready to compete with foreign enterprises more efficiently than small and medium enterprises.",ผลการวิจัยพบว่า สถานประกอบการขนาดใหญ่และขนาดกลางกว่าร้อยละ 32.5 มีนโยบายการปรับตัวทางเทคโนโลยีและนวัตกรรมภายใต้การปฏิวัติอุตสาหกรรมไทย 4.0 และพร้อมแข่งขันกับสถานประกอบการต่างชาติได้อย่างมีประสิทธิภาพกว่าสถานประกอบการขนาดกลางและขนาดย่อม
English to Thai,"In addition, a synthesis of guidelines for competitiveness of Thai construction industries, it is found that Thai construction industries should develop a cluster, and skilled workers to be expert in modern technology and innovation, such as Internet of Thing (IoT), Big Data Technology, and Building Information Modeling (BIM).",นอกจากนี้ การสังเคราะห์แนวทางการยกระดับขีดความสามารถของอุตสาหกรรมก่อสร้างไทย พบว่า อุตสาหกรรมก่อสร้างไทยควรพัฒนาคลัสเตอร์ และพัฒนาแรงงานฝีมือให้เชี่ยวชาญด้านเทคโนโลยีและนวัตกรรมสมัยใหม่ คือ เทคโนโลยีอินเทอร์เน็ตของสรรพสิ่ง
English to Thai,In the form of sharing technology and innovation with participation in driving the Thai construction industry to be able to adapt according to the situation of technology and innovation disruption with potential.,การใช้เทคโนโลยีช่วยวิเคราะห์ข้อมูลขนาดใหญ่ และแบบจำลองสารสนเทศอาคาร ในรูปแบบของการแชร์ริ่งเทคโนโลยีและนวัตกรรมอย่างมีส่วนร่วมในการผลักดันอุตสาหกรรมก่อสร้างไทยให้สามารถปรับตัวตามสถานการณ์ดิสรัปชั่นทางเทคโนโลยีและนวัตกรรมได้อย่างมีศักยภาพ
English to Thai,This research article presents the effect of blood viscosity and flow cross-sectional area on the behaviors of intra-arterial blood flow and mechanical behavior on blood vessels by using numerical method.,รายงานวิจัยฉบับนี้นำเสนอผลกระทบของความหนืดของเลือดและพื้นที่หน้าตัดการไหลที่มีต่อพฤติกรรมการไหลของเลือดภายในหลอดเลือดแดงรวมถึงพฤติกรรมทางกลที่เกิดขึ้นกับหลอดเลือดโดยการใช้ระเบียบวิธีเชิงตัวเลข
English to Thai,"The effect of arterial cross section area at 50%, 30% and 15% on the Newtonian blood flow were considered. ""In addition, the effect of blood viscosity variation, which in diabetics and in normal, on the flow behavior were also compared.""","และพิจารณาการไหลของเลือดแบบนิวโตเนียนผ่านพื้นที่หน้าตัดการไหลหลอดเลือดที่ 50%, 30% และ 15% นอกจากนี้ยังทำการเปรียบเทียบผลกระทบของความหนืดของเลือดที่เปลี่ยนแปลงในกรณีผู้ป่วยโรคเบาหวานกับบุคคลปกติ"
English to Thai,"The parameters such as velocity, pressure and shear rate within the arteries were studied.",ตัวแปรที่ทำการศึกษา ได้แก่ สนามความเร็ว สนามความดัน และอัตราเฉือนของเลือดภายในหลอดเลือดแดงตลอดจนความเค้นรวมที่ผนังหลอดเลือดแดง
English to Thai,"As considering the shear rate inside the arteries before stenosis, the results showed that the decrease of the flow cross-sectional area from 50% to 15% resulted in the likelihood of clogged arteries 20% increase, and the pressure was also raised 4 times.",เมื่อพิจารณาจากอัตราเฉือนของเลือดภายในหลอดเลือดที่ตำแหน่งก่อนเกิดการตีบ พบว่าการลดพื้นที่หน้าตัดการไหลจาก 50% เป็น 15% ส่งผลให้มีโอกาสเกิดการไหลอุดตันเพิ่มขึ้น 20 % นอกจากนี้ความดันภายในหลอดเลือดยังเพิ่มขึ้น 4 เท่าอีกด้วย
English to Thai,"For the mathematical model validation, the velocity field and flow pattern in the bypassed arteries from the previous researches and from this research were examined.",สำหรับการตรวจสอบความถูกต้องของแบบจำลองทางคณิตศาสตร์ได้ทำการเปรียบเทียบสนามความเร็วและพฤติกรรมการไหลในหลอดเลือดที่ได้รับการบายพาสจากโมเดลงานวิจัยที่เกี่ยวข้อง
English to Thai,It was found that both numerical results and the flow behavior were adjacent and consistent.,ซึ่งพบว่าทั้งผลลัพธ์เชิงตัวเลขและพฤติกรรมการไหลมีความใกล้เคียงและสอดคล้องกันเป็นอย่างดี
English to Thai,"Nowadays, the recycling of municipal plastic waste is one of the most important actions to minimize their impacts on the environment.",ในปัจจุบันการนำขวดพลาสติกเหลือทิ้งจากชุมชนมาใช้ประโยชน์ถือเป็นหนึ่งในความพยายามที่สำคัญสำหรับการลดผลกระทบของขยะพลาสติกต่อสิ่งแวดล้อม
English to Thai,"In this research, the feasibility of recycling municipal plastic waste as a mixture of cellular lightweight concrete was studied.",งานวิจัยนี้เป็นการศึกษาความเป็นไปได้ในการนำขวดพลาสติกที่เหลือทิ้งจากชุมชนมาเป็นส่วนผสมของคอนกรีตมวลเบาแบบเซลลูล่าร์โดยขวดพลาสติกถูกบดย่อยเพื่อนำมาผสมร่วมกับมวลรวมละเอียดร้อยละ 30
English to Thai,The plastic waste was granulated and mixed with 30% by weight of    fine aggregate.,โดยน้ำหนัก อัตราส่วนน้ำต่อวัสดุประสานเท่ากับ 0.4
English to Thai,"The water to binder ratio was 0.4, and the foaming agent obtained from the water was mixed at a ratio of 1:40. ""The density of fresh concrete was controlled at 900, 1,000, 1,100, 1,200, and 1,300 kg/m3.""","และสารก่อฟองที่ได้จากการผสมกับน้ำอัตราส่วน 1:40  กำหนดความหนาแน่นของคอนกรีตสดที่ 900, 1,000, 1,100, 1,200  และ 1,300 กก./ลบ.ม."
English to Thai,The results showed that the dry density was slightly different from the control density.,ผลการศึกษาพบว่าความหนาแน่นแห้งแตกต่างจากความหนาแน่นควบคุมเล็กน้อย
English to Thai,"The compressive strength tends to increase as the density increases, while the water absorption tends to decrease. ""At 28 days, the compressive strength for densities of 900-1300 kg/m3 was 10.5, 14.0, 18.1, 23.4, and 28.0 kg/m2, respectively.""","กำลังอัดมีแนวโน้มเพิ่มขึ้นเมื่อความหนาแน่นเพิ่มมากขึ้นในขณะที่การดูดซึมน้ำมีแนวโน้มลดลง ที่อายุ 28 วัน กำลังอัดสำหรับความหนาแน่น 900-1300 กก./ลบ.ม. มีค่าเท่ากับ 10.5, 14.0, 18.1, 23.4 และ 28.0 กก./ตร.ซม. ตามลำดับ"
English to Thai,This research aimed to reduce the defective form carton box process using industry engineering technique for categorizing the potential causes of a problem to obtain defective in the carton box process.,งานวิจัยนี้มีวัตถุประสงค์เพื่อลดปริมาณของเสียจากกระบวนการผลิตกล่องกระดาษลูกฟูก โดยใช้หลักเทคนิควิศวกรรมอุตสาหการในการวิเคราะห์หาสาเหตุและปัจจัยต่าง ๆ ที่ก่อให้เกิดความเสียหายของกล่องกระดาษลูกฟูก
English to Thai,"Response Surface Experiment was used to design the experiment by three factors consisting of 1) Speed machine at 170-190 m/min, 2) Glue gap at 370-400 micron, and 3) Glue Machine at 380-390 microns with significance at 0.05.",และใช้การทดลองพื้นผิวตอบสนอง เพื่อทดลองหาปัจจัยที่มีผลต่อของเสียประเภทกระดาษกรอบที่เป็นประเภทของเสียที่สูงที่สุด โดย กำหนดค่าทั้ง 3 ปัจจัยในการตั้งค่าของเครื่อง Corrugator คือ (1) ความเร็วเครื่องจักร ที่ช่วง 170 - 190 เมตรต่อนาที (2) ระยะห่างช่องว่างกาว ที่ช่วง 370 - 400 ไมครอน และ (3) กาวที่เครื่องจักร ที่ช่วง 380 - 390 ไมครอน ที่ระดับนัยสำคัญที่ 0.05
