prefix,input_text,target_text
English to Thai,The development of compressive strength and flexural strength tended to increase with the curing temperature.,การพัฒนากำลังรับแรงอัดและแรงดัดมีแนวโน้มเพิ่มขึ้นตามอุณหภูมิการบ่ม
English to Thai,"Up to the optimum temperature range, the strength of the iron powder slag geopolymer reaches its maximum value, when the temperature is above the appropriate range, the compressive strength and flexural strength tend to decrease.",จนถึงช่วงอุณหภูมิที่เหมาะสมกำลังของจีโอโพลิเมอร์ผสมกากผงเหล็กให้ค่าสูงสุด เมื่ออุณหภูมิมากกว่าช่วงที่เหมาะสม กำลังรับแรงอัดและแรงดัดมีแนวโน้มลดลง
English to Thai,A study of the compressive strength development in a geopolymer suitable for roadway applications.,การศึกษาพัฒนากำลังรับแรงอัดของจีโอโพลิเมอร์ที่เหมาะสมสำหรับงานชั้นทางถนน
English to Thai,"This study finds proper mixtures of crushed rock for geopolymer which use two mixed grading of crushed rocks sizes including: (1) use the ideal mixed size is called Ideal Grading for the road work with standard compressive strength was obtained by the most appropriate grading size, and (2) use mix of crushed rock is obtained from the stone mill, which is sorted by standard sieve sizes and mixed size that is close to the Ideal grading is called Used Working Grading.",โดยงานวิจัยนี้ศึกษาเกี่ยวกับขนาดคละที่เหมาะสมสำหรับการทำ Geopolymer โดยวัสดุที่ใช้วัสดุหลักเป็นหินคลุก (Crushed Rock) ซึ่งจะหาขนาดคละ    ที่ใช้ทั้งหมด 2 รูปแบบ แบบแรกจะใช้หินคลุกที่มีการกำหนดอัตราส่วนขนาดคละขึ้นมาเป็นขนาดคละในอุดมคติ (Ideal grading) ที่เป็นขนาดคละที่เหมาะสมที่สุดสำหรับงานชั้นทาง และแบบใช้หินคลุกที่หาได้จากโรงโม่หินที่คัดแยกขนาดของหินด้วยตะแกรงตามมาตรฐานมาผสมให้ได้ขนาดคละที่ใกล้เคียงกับ Ideal grading เรียกว่าขนาดคละใช้งานจริง (Used Working Grading)
English to Thai,"The two types of mixed sizes were used to activate with the alkaline solution, namely sodium hydroxide and sodium silicate.",จากนั้นนำขนาดคละทั้งสองชนิดมากระตุ้นให้เกิดการเชื่อมประสานด้วยสารละลายด่าง คือ สารละลายโซเดียมไฮดรอกไซด์ และสารละลายโซเดียมซิลิเกต
English to Thai,A sodium silicate to sodium hydroxide ratio of 0.67 and a sodium hydroxide concentration of 5 molar were used.,โดยจะใช้อัตราส่วนสาระละลายโซเดียมซิลิเกตต่อสารละลายโซเดียมไฮดรอกไซด์เท่ากับ 0.67 และใช้ความเข้มข้นของสารละลายโซเดียม-ไฮดรอกไซด์เท่ากับ 5 โมลาร์
English to Thai,"To find a maximum dry density (MDD) and optimum liquid alkaline content (OLC), a standard compaction test and a modified compaction test were performed to obtain the compaction curve.","ทำการทดสอบการบดอัดแบบมาตรฐานและสูงกว่ามาตรฐาน เพื่อสร้างเส้นแนวโน้มการบดอัด (Compaction Curve) ของทั้ง Ideal grading และ Used Working Grading ""เพื่อหาความหนาแน่นแห้งสูงสุด (Maximum Dry Density, MDD) และปริมาณสารละลายด่างที่เหมาะสม (Optimum Liquid Alkaline Activator Content, OLC) ของตัวอย่าง"""
English to Thai,Samples were prepared by mixing of crushed rock with alkaline liquid content in both dry and wet at 100%MDD and 95% MDD on compaction curve.,โดยการทดสอบกำลังรับแรงอัดจะผสมตัวอย่างที่ 100%MDD และ 95%MDD ทั้งด้านเปียกและด้านแห้ง จากการทดสอบกำลังรับแรงอัดแกนเดียว (Unconfined Compression Test)
English to Thai,The group of samples were stimulated by heat at 40ºC for 24 hours in oven in comparison with another group of samples that were cured at room temperature.,โดยใช้ตัวอย่างจากการกระตุ้นด้วยความร้อนที่อุณหภูมิ 40ºC ซึ่งเป็นอุณหภูมิเฉลี่ยของถนนในประเทศไทยเป็นเวลา 24 ชั่วโมง กับตัวอย่างที่บ่มที่อุณหภูมิห้องอย่างเดียว
English to Thai,"After curing stage, both group of sample were left in ambient temperature to reach the curing time of 7 and 28 days before performing Unconfined Compression Test.",โดยทดสอบอายุของตัวอย่างเท่ากับ 7 และ 28 วัน
English to Thai,The test results showed that compressive strengths of Used Working grading at 100%MOD for 28 days curing were higher than compressive strength of Ideal grading.,จากการศึกษาพบว่า การทดสอบกำลังรับแรงอัดที่ใช้การบดอัดแบบสูงกว่ามาตรฐานและแบบมาตรฐานที่ 100%MDD ที่อายุบ่มเท่ากับ 28 วัน แบบ Used Working Grading จะมีกำลังรับแรงอัดมากกว่าการบดอัดแบบสูงกว่ามาตรฐานและแบบมาตรฐานของ Ideal grading
English to Thai,"Pipelines are responsible for transporting liquid in various industries, e.g., petroleum, chemical and food industries.",ท่อสำหรับขนส่งของไหลถูกใช้ในอุตสาหกรรมหลายประเภท เช่น อุตสาหกรรมปิโตรเลียม เคมี และอาหาร
English to Thai,"After a long period of service, the cracks are possible.",รอยร้าวอาจเกิดได้หลังใช้งานเป็นเวลานาน
English to Thai,"Based on the linear-elastic fracture mechanics, the complete fracture of crack can occur if the stress intensity factor (K) at crack tip is equal or greater than the critical stress intensity factor (Kc) of material.",จากทฤษฎีกลศาสตร์การแตกหัก รอยร้าวสามารถทำให้เกิดการแตกหักได้หากตัวประกอบความเข้มของความเค้นที่ปลายรอยร้าว (K) มีค่ามากกว่าหรือเท่ากับค่าวิกฤตของตัวประกอบความเข้มของความเค้นของวัสดุ (Kc)
English to Thai,"At present, the calculation of K proposed by the fitness-for-service assessment standard (API-579-1/ASME FFS-1) is wildly applied for the cracked pipelines.",การคำนวณ K ของท่อมีรอยร้าวด้วยมาตรฐาน API-579-1/ASME FFS-1 ถูกใช้งานแพร่หลายในปัจจุบัน
English to Thai,"However, the precision of K depends on the interpolation method of influence coefficients (G0, G1, G2, G3, G4) within the K solution.","ความแม่นยำของ K ขึ้นอยู่กับการประมาณค่าสัมประสิทธิ์อิทธิพล (G0, G1, G2, G3, G4) ในผลเฉลย K"
English to Thai,"Therefore, 38 case studies of the longitudinal internal surface crack in a pipeline under internal pressure were selected to analyze the effect of interpolation method on the precision of K. The methodology covered both linear and nonlinear interpolations.",งานวิจัยนี้เลือกปัญหาท่อมีรอยร้าวตามแนวยาวที่ผนังด้านในและรับความดันภายใน จำนวน 38 กรณีศึกษา เพื่อประเมินความแม่นยำของวิธีประมาณค่าภายในช่วงสำหรับการคำนวณ K
English to Thai,The precisions of K from various interpolation methods were determined by comparing the results with K calculated by finite element analysis.,ระเบียบวิธีที่พิจารณาครอบคลุมทั้งวิธีประมาณค่าภายในช่วงแบบเชิงเส้นและแบบไม่เชิงเส้น K ที่คำนวณตามมาตรฐานและระเบียบวิธีประมาณค่าในช่วงเหล่านี้ถูกประเมินความแม่นยำด้วยการเปรียบเทียบกับ K ที่คำนวณด้วยระเบียบวิธีไฟไนต์เอลิเมนต์
English to Thai,"It was found that the Ks from the linear interpolation were significantly different from those from the finite element analysis, i.e., the maximum difference of 25% for very small thickness pipe, and the maximum difference of 16% for small thickness pipe.",พบว่า การประมาณค่าภายในช่วงแบบเชิงเส้นให้ค่า K ต่างจากค่าที่ได้จากระเบียบวิธีไฟไนต์เอลิเมนต์มาก โดยมีความแตกต่างสูงสุดเป็น 25% สำหรับท่อบางมาก และเป็น 16% สำหรับท่อบาง
English to Thai,"While, the differences between the Ks from the cubic spline interpolation using 5 data of t/Ri and the finite element analysis were lower, i.e., the maximum difference of 7.3%.",ในขณะที่การประมาณค่าภายในช่วงด้วยเส้นโค้งกำลังสามจากข้อมูล 5 จุด สามารถคำนวณ K ได้ใกล้เคียงกับผลจากระเบียบวิธีไฟไนต์เอลิเมนต์มากกว่า โดยมีความแตกต่างสูงสุดเป็น 7.32%
English to Thai,"Therefore, the cubic spline interpolation using 5 data of t/Ri was the most appropriate interpolation method for the K calculation.",ดังนั้นวิธีประมาณค่าภายในช่วงด้วยเส้นโค้งกำลังสามซึ่งใช้จุดข้อมูล 5 จุด คือวิธีที่เหมาะสมที่สุดในการประมาณค่าภายในช่วงสำหรับการคำนวณ K
English to Thai,"In the past, coal conversion was often seen as pollution that affected people's health and environment.",ในอดีตกระบวนการแปรรูปถ่านหินให้เป็นพลังงานนั้นถูกมองว่าเป็นเชื้อเพลิงที่อันตรายและส่งผลกระทบต่อสุขภาพอีกทั้งยังส่งผลเสียต่อธรรมชาติและระบบนิเวศ
English to Thai,"Nowadays, clean coal technology is getting enhanced and accepted.",แต่ปัจจุบันเทคโนโลยีกระบวนการแปรรูปถ่านหินให้กลายเป็นพลังงานนั้นได้มีการพัฒนาให้ดีขึ้นและเป็นที่ยอมรับในระดับสากล
English to Thai,The major benefit of coal is found around the world and has high heating value for low-cost fuel.,ข้อดีของถ่านหินคือ สามารถพบแหล่งถ่านหินได้ทุกที่ทั่วโลก เป็นเชื้อเพลิงที่ให้ค่าความร้อนสูงและมีต้นทุนต่ำ
English to Thai,"When compared with biomass fuel, combustion operation of coal is easier and more stable, as well as has small effect on combustion equipment.",เมื่อเทียบกับเชื้อเพลิงชีวมวลแล้วถ่านหินสามารถควบคุมการเผาไหม้ได้ง่ายกว่า มีความเสถียรและไม่ส่งผลเสียต่ออุปกรณ์ที่ใช้ในการเผาไหม้
English to Thai,The cost of coal is more consistent as compared to other fossil fuels.,ราคาของถ่านหินถือว่าคงที่เมื่อเทียบกับเชื้อเพลิงฟอสซิลชนิดอื่น ๆ
English to Thai,"So, coal is the main fuel used for power plant in many countries.",จึงนิยมนำมาใช้เป็นเชื้อเพลิงหลักสำหรับผลิตไฟฟ้าในหลาย ๆ ประเทศ
English to Thai,"For coal harvesting, surface mining is applied for shallow coal seam while underground mining is adopted for depth coal seam.",ในการทำเหมืองถ่านหิน กรณีที่ถ่านหินอยู่ลึกจากผิวดินไม่มากจะใช้วิธีขุดเปิดหน้าดิน และสำหรับถ่านหินที่อยู่ลึกจากผิวดินจะใช้วิธีทำเหมืองใต้ดิน
English to Thai,"For the case of very depth coal seam, which is unworthy for applying underground mining, Underground Coal Gasification (UCG) technology can be applied by injecting gasification agent into underground coal seam for generating gasification process.","แต่สำหรับถ่านหินที่อยู่ในระดับความลึกมาก ๆ ซึ่งไม่คุ้มต่อการทำเหมืองใต้ดิน ""สามารถใช้เทคโนโลยีการผลิตแก๊สจากถ่านหินใต้ดิน (Underground coal gasification, UCG) ได้"" โดยฉีดแก๊สซิฟิเคชั่นเอเจนท์ (Gasification agent) ไปยังชั้นถ่านหินใต้ดินเพื่อให้เกิดปฏิกริยาแก๊ส    ซิฟิเคชั่น"
English to Thai,"Then, syngas from the gasification process supplies to the surface for beneficial usage.",แล้วจึงนำแก๊สเชื้อเพลิง (Syngas) มาใช้ประโยชน์
English to Thai,"In this article, UCG technology and its research were reviewed.",สำหรับบทความนี้จะมีการทบทวนงานวิจัยที่เกี่ยวข้องกับเทคโนโลยีการผลิตแก๊สเชื้อเพลิงจากถ่านหินใต้ดิน
English to Thai,General gasification was firstly introduced.,โดยเริ่มต้นจากการกล่าวกระบวนการแก๊สซิฟิเคชั่นทั่วไป
English to Thai,"The, UCG technology were reported, and UCG research was reviewed.",จากนั้นจะกล่าวถึงเทคโนโลยีแก๊สซิฟิเคชั่นถ่านหินใต้ดิน บททวนงานวิจัยที่เกี่ยวข้อง
English to Thai,"Finally, practical use of UCG technology in coal mining was mentioned, and potential of applying UCG in Thailand was reported.",สุดท้ายรายงานเกี่ยวกับเทคโนโลยีแก๊สซิฟิเคชั่นถ่านหินใต้ดินที่นำไปใช้งานจริง และศักยภาพการนำเทคโนโลยีแก๊สซิฟิเคชั่นถ่านหินใต้ดินใช้ในประเทศไทย เป็นต้น
English to Thai,This paper deals with the determination of parameters of polyethylene foam using Curve Fitting Method.,บทความนี้เกี่ยวข้องกับการคำนวณเพื่อหาค่าสัมประสิทธิ์ของวัสดุโพลีเอทธีลีนโฟมโดยอาศัยวิธีการปรับเส้นโค้ง
English to Thai,This method is useful for calculating parameters from Stress-Strain relation obtained from uniaxial compressive test in case of large deformation.,ซึ่งวิธีนี้มีประโยชน์ในการคำนวณเพื่อหาค่าสัมประสิทธิ์ของวัสดุจากความสัมพันธ์ระหว่างค่าความเค้นและความเครียดที่ได้จากข้อมูลการทดสอบการกดในกรณีของการเสียรูปขนาดใหญ่
English to Thai,Polyethylene foam is selected as specimens with 20-millimeter minimum thickness and contacted area is more than 2500 square millimeter.,วัสดุทดสอบที่ทำมาจากโพลีเอธีลีนโฟมถูกตัดให้มีความหนาไม่ต่ำกว่า 20 มิลลิเมตรและพื้นที่ภาคหน้าตัดที่ถูกกดต้องมากกว่า 2500 ตารางมิลลิเมตร
English to Thai,ASTM D3574 type C is chosen to be testing standard.,โดยขนาดของวัสดุทดสอบและวิธีการทดสอบนั้นดำเนินการตามมาตรฐาน ASTM D3574 ชนิด C จากสมมติฐานที่ว่าวัสดุโพลีเอธีลีนโฟมเป็นวัสดุไฮเปอร์อิลาสติก
English to Thai,"Since Polyethylene foam is assumed to be hyperelastic material, large deformation theory with strain energy function is applied to derive the equation obtained from engineering stress and strain.",ดังนั้น ความสัมพันธ์ระหว่างค่าความเค้นและความเครียดจึงจำเป็นต้องพิจารณาในเชิงการเสียรูปขนาดใหญ่และแสดงในรูปแบบของฟังก์ชันพลังงานความเครียด
English to Thai,Blatz-Ko hyperelastic model is used to identify a hyperelastic parameter as initial shear modulus from mechanical response using Curve-Fitting Method.,โดยในงานวิจัยครั้งนี้เลือกแบบจำลองไฮเปอร์อีลาสติกของบลาทซ์โก
English to Thai,Result which is found in term of initial shear modulus of Polyethylene foam was satisfied.,เพื่ออธิบายพฤติกรรมการเสียรูปภายใต้ภาระแรงกดในแนวแกนเดียว
English to Thai,"Which is hyperelastic material, those parameters describe the mechanical response under uniaxial compression testing, ASTM D3574 type C, Standard specification for testing.",หลังจากใช้วิธีปรับเส้นโค้งกับความสัมพันธ์ระหว่างค่าความเค้นและความเครียด
English to Thai,The relation between compressive force and stretch is investigated.,ค่าสัมประสิทธิ์ที่ได้จากวิธีดังกล่าว คือ ค่าโมดูลัสแรงเฉือนช่วงต้นของวัสดุโพลีเอทธีลีนโฟม
English to Thai,Then the test data is calculated to the relationship between stress and strain and the result found in term of initial shear modulus is 34.230 kPa.,โดยมีค่าเท่ากับ 34.230 กิโลปาสคาล
English to Thai,"Substitute Poisson ratio of this foam as 0.25 in Hooke’s Law, modulus of elasticity is 85.577 kPa.",พิจารณาข้อมูลความสัมพันธ์ช่วงต้นประกอบกับการแทนค่าอัตราส่วนปัวซองของโฟมเท่ากับ 0.25 โดยอาศัยกฎของฮุกส์ สามารถคำนวณหาค่าโมดูลัสยืดหยุ่นของวัสดุทดสอบได้เท่ากับ 85.577 กิโลปาสคาล
English to Thai,The objective of this study was to develop the model of recirculation completely-mixed stirred tank areal reactor (RCSTAR) of recirculation surface flow constructed wetland (RSFCW) using granular activated carbon (GAC) as a media contained in 29 pots of reed.,วิจัยในครั้งนี้เพื่อพัฒนาแบบจำลองพลวัตเครื่องปฏิกรณ์เชิงพื้นที่ถังกวนผสมหมุนเวียน (RCSTAR) ของระบบบำบัดน้ำเสียบึงประดิษฐ์การไหลเวียนใต้ชั้นกรอง (SRFCW) ใช้ตัวกลางถ่านกัมมันต์ชนิดเม็ด (GAC) บรรจุในกระถางต้นกกจำนวน29 กระถาง
English to Thai,"The ratio of width to: length was <1:4, used travel area was 0.50 m2, and the initial height of bed 20 cm.",มีอัตราส่วนความกว้างต่อความยาว (<1:4) ใช้พื้นที่สะสม (Travel Area; TA) 0.50 ตารางเมตร
English to Thai,The result of the study found that the recirculation ratio: QR/Qin (R) was 3. The hydraulic recirculation time (HReT) was 2 hrs for treat washing waste water.,ความลึกชั้นกรองที่ 20 เซนติเมตร พบว่าอัตราส่วนการหมุนเวียน (R) เท่ากับ 3 และเวลาหมุนเวียน (HReT) 2 ชั่วโมงในการบำบัดน้ำเสียจากอ่างล้างจาน
English to Thai,"As a result, the efficiency of COD and BOD removal was 90.19% and 87.50%, respectively which cause the second-order-reaction with areal rate coefficient (kA2nd) equals 0.158 and 0.223 m/day, respectively.",พบว่ามีประสิทธิภาพการกำจัดค่าซีโอดีและบีโอดี (COD and BOD Removal Efficiency) ได้ถึง 90.19±3.39% และ 87.50±2.90% ตามลำดับ และเกิดปฏิกิริยาอันดับที่ 2 มีค่าสัมประสิทธิ์เชิงพื้นที่ของการย่อยสลาย kA2nd เท่ากับ 0.158 และ 0.223 เมตร/วัน ตามลำดับ
English to Thai,"The purpose of this research was to examine the quality of soil in agricultural plantations of the areas affected by the contaminants spreading from landfills. ""This is a case study of a solid waste disposal station of Chaiyaphum Municipality, Chaiyaphum Province, Thailand.""",การวิจัยครั้งนี้มีวัตถุประสงค์ เพื่อตรวจสอบคุณภาพของดินในพื้นที่เพาะปลูกทางการเกษตร บริเวณหลุมฝังกลบขยะ กรณีศึกษาสถานีกำจัดขยะมูลฝอย เทศบาลเมืองชัยภูมิ จังหวัดชัยภูมิ
English to Thai,The researcher collected soil samples in the area east of the landfill site as a study area because it is a lower area and will support the deposition of leachate from such sources.,โดยเก็บตัวอย่างดินทางด้านตะวันออกของหลุมฝังกลบขยะ เนื่องจากมีสภาพลาดเอียงและเป็นแหล่งทับถมของน้ำชะขยะ
English to Thai,"In the process of collecting soil samples, a total of 9 spatial locations were collected at a depth of not more than 30 cm from the soil surface (shallow soil).",โดยเก็บตัวอย่างดินทั้งหมด 9 จุด ที่ระดับความลึกไม่เกิน 30 เซนติเมตร (ดินชั้นตื้น)
English to Thai,"In this study, The researcher studied some general soil properties and some of heavy metals contaminant in soil samples by Atomic Absorption Spectrophotometry (AAS) method.",โดยในการศึกษาครั้งนี้ ได้ศึกษาสมบัติทั่วไปบางประการของดิน และหาปริมาณโลหะหนักที่ปนเปื้อนในตัวอย่างดิน โดยใช้เทคนิคอะตอมมิกแอพซอพชั่นสเปกโทรโฟโตเมทรี
English to Thai,"The results showed that some soil properties were mean soil moisture content of 0.14±0.02 g/g. Soil pH value was 6.91±0.05 at the neutral level. ""The average percentage of soil organic matter was 1.71±0.89, which was at a moderate level."" And the average soil electrical conductivity was 6.6±0.25 dS/m compared to the standard value.",ซึ่งผลการศึกษาสมบัติบางประการของดิน พบว่า มีค่าความชื้นในดิน ค่าเฉลี่ยเท่ากับ 0.14±0.02 กรัม/กรัม ความเป็นกรด-ด่างของดิน สภาพดินเป็นกลาง มีค่าเฉลี่ยเท่ากับ 6.91±0.05  ค่าปริมาณอินทรียวัตถุในดิน มีค่าเฉลี่ยร้อยละเท่ากับ 1.71±0.89 ซึ่งอยู่ในระดับปานกลาง และค่าการนำไฟฟ้าในดิน มีค่าเฉลี่ยเท่ากับ 6.6±0.25 เดซิซีเมนต่อเมตร
English to Thai,It was found to meet the standards of the Soil Chemical Inspection Process Manual.,"ผลการทดสอบตามเกณฑ์การวิเคราะห์ตรวจสอบตรวจสอบดินทางเคมี ค่าปริมาณของธาตุไนโตรเจน, ฟอสฟอรัส, โพแทสเซียม"
English to Thai,"The amount of N P and K in the soil, the researcher used the test kit and found that the amount of N P and K in the soil was low.","จากชุดทดสอบ พบว่าปริมาณธาตุไนโตรเจน, ฟอสฟอรัส, โพแทสเซียมดินอยู่ในระดับต่ำ"
English to Thai,"As for the heavy metal contaminants in the soil samples, the average content of Lead, Nickel and Copper was 12.76±1.77, 9.71±0.70 and 4.03±1.42 mg/kg, respectively. The values ​​were in accordance with the standard.","ในส่วนของปริมาณโลหะหนักที่ปนเปื้อนในตัวอย่างดิน 3 ชนิด ""ซึ่งผลการศึกษาพบโลหะตะกั่ว นิกเกิลและทองแดง มีค่าเฉลี่ยเท่ากับ 12.76±1.77, 9.71±0.70 และ 4.03±1.42 มิลลิกรัมต่อกิโลกรัม ตามลำดับ ตามเกณฑ์มาตรฐานคุณภาพดินเพื่อการอยู่อาศัยและเกษตรกรรม"""
English to Thai,"Because of the raw-material and production-capacity advantages, Thailand has become the manufacturing leader and exporter of automotive-tire industry.",เนื่องจากข้อได้เปรียบด้านวัตถุดิบและกำลังการผลิต ประเทศไทยจึงเป็นผู้นำอุตสาหกรรมยางรถยนต์ในด้านการผลิตและส่งออก
English to Thai,"Nevertheless, the exporting tire remains inefficient in terms of transportation costs and cubical utilization of a container, similar to a case study manufacturer.",กระนั้นการส่งออกยางรถยนต์ยังคงขาดประสิทธิภาพในด้านต้นทุนการขนส่งและอรรถประโยชน์เชิงปริมาตรของตู้คอนเทนเนอร์เนื่องจากลักษณะกายภาพของสินค้าดังเช่นบริษัทยางรถยนต์กรณีศึกษา
English to Thai,"The manufacturer imports international tires, consolidates with domestic ones, and exports them globally using Thailand as a regional hub.",บริษัทกรณีศึกษาใช้ประเทศไทยเป็นศูนย์กลางในการรวบรวมยางรถยนต์นำเข้าในภูมิภาคและส่งออกยางที่ผลิตในประเทศไปทั่วโลก
English to Thai,The analysis of historical data showed the discrepancy of load planning causing custom re-documentation and double handling of products within a distribution center.,จากการวิเคราะห์ข้อมูลในอดีตพบว่าแผนส่งออกยางมีความคาดเคลื่อน ส่งผลให้ต้องการจัดทำเอกสารใหม่และเกิดการเคลื่อนย้ายที่ซ้ำซ้อน (Double Handling) ภายในศูนย์กระจายสินค้า
English to Thai,"As a result, this research proposed a suitable linear regression using best subset selection method and analyzed its geometry to predicts quantities of automotive tires in each container using its dimension and loading pattern.",ดังนั้น งานวิจัยจึงได้นำเสนอการทำนายจำนวนยางรถยนต์ในตู้คอนเทนเนอร์ด้วยสมการถดถอยเชิงเส้นโดยวิธีการเลือกซับเซ็ตที่ดีที่สุดและเปรียบกับวิเคราะห์ทางเรขาคณิตระหว่างตู้คอนเทนเนอร์กับยาง โดยพิจารณาขนาดและตลอดจนวิธีจัดเรียง
English to Thai,The comparison with the testing data reveals the linear regression has higher accuracy and is more suitable for the container planning.,ผลการเปรียบเทียบด้วยข้อมูลชุดทดสอบ พบว่า สมการถดถอยมีความแม่นยำและเหมาะสมในการวางแผน
English to Thai,It is recently challenging to use various sensors to interface data in Human-Computer Interaction (HCI) for developing hand gesture recognition systems.,ในปัจจุบันการนำระบบเซนเซอร์ต่างๆ ไปใช้เชื่อมต่อข้อมูลระหว่างมือของมนุษย์กับคอมพิวเตอร์สำหรับพัฒนาระบบรู้จำท่ามือยังเป็นสิ่งที่ท้าทาย
English to Thai,"However, the previous sensor system has not met the hand gesture recognition accuracy for the machine vision.",เนื่องจากระบบเซนเซอร์ยังไม่สามารถตอบสนองความแม่นยำในการจดจำท่ามือที่ดีพอสำหรับระบบการมองเห็นของระบบคอมพิวเตอร์เพื่อนำไปใช้งานควบคุมระยะไกลและการสื่อสาร
English to Thai,"Therefore, this article presents the development of hand gesture recognition with a 16 Degree of Freedom (Dof) glove sensor combined with a convolution neural network.",ดังนั้น งานวิจัยนี้นำเสนอการพัฒนาการจดจำท่ามือด้วยถุงมือเซนเซอร์แบบ 16 จุดหมุนอิสระร่วมกับการโครงข่ายประสาทแบบคอนโวลูชัน
English to Thai,The flex sensors were installed to 16 points of the pivot point of the human hand on the glove so that each knuckle flex could be measured while holding the object.,เซนเซอร์วัดค่าการโค้งงอของวัตถุถูกนำไปติดตั้งตามจุดหมุนของมือมนุษย์บนถุงมือจำนวน 16 จุดหมุนอิสระ เพื่อให้สามารถตรวจวัดการงอของข้อนิ้วมือแต่ละจุดในขณะใช้มือจับวัตถุ
English to Thai,The 16 independent sensor multiplexer circuits and the adjustable buffer circuit were developed for use in this research to work with the Arduino Nano microcontroller to acquire each sensor's signal data to the computer.,วงจรสำหรับอ่านค่าเซนเซอร์แบบ 16 จุดหมุนอิสระและวงจรบัฟเฟอร์แบบปรับค่า ถูกพัฒนาขึ้นใช้ในงานวิจัยนี้ เพื่อทำงานร่วมกับไมโครคอนโทรลเลอร์ Arduino Nano สำหรับบันทึกผลข้อมูลสัญญาณของเซนเซอร์แต่ละจุดเข้าสู่คอมพิวเตอร์
English to Thai,These signals are then converted to image data using Nearest interpolation and Color Mapping.,จากนั้นสัญญาณเหล่านี้จะถูกแปลงเป็นข้อมูลภาพด้วยวิธี Nearest Interpolation และ Color Mapping
English to Thai,The convolutional neural network techniques are used to recognize the hand gesture recognition systems.,หลังจากนั้นใช้เทคนิคโครงข่ายประสาทแบบคอนโวลูชันเพื่อจดจำท่ามือจับ
English to Thai,"There were 4,000 hands-on captures of 20 hand grasps that were used to test the proposed system.","การจับวัตถุจริงด้วยท่ามือจับที่ใช้งานในชีวิตประจำวันด้วย 20 ท่ามือ จำนวน 4,000 ครั้ง ถูกนำมาใช้ในการทดสอบถุงมือเซนเซอร์ที่ออกแบบ"
English to Thai,"The result indicated that the proposed system works very well, and recognition efficiency is 99.70%.",ซึ่งผลการทดลองพบว่าระบบที่นำเสนอสามารถทำงานได้เป็นอย่างดีและมีประสิทธิภาพในการจดจำ 99.70%
English to Thai,"This research aimed to assess and improve the performance of supply chain management of strawberry products of Doi Kham Food Products Co., Ltd..",งานวิจัยนี้มีวัตถุประสงค์เพื่อประเมินและปรับปรุงสมรรถนะการจัดการห่วงโซ่อุปทานผลิตภัณฑ์สตรอว์เบอร์รี      ของ บริษัท ดอยคำผลิตภัณฑ์อาหาร จำกัด
English to Thai,This research devised an assessment model of strawberry supply chain management performance which was developed from the principle of Supply Chain Operation Model to assess the competition strategy of company.,โดยเริ่มจากการสร้างแบบประเมินสมรรถนะการจัดการห่วงโซ่อุปทานของ         สตรอว์เบอร์รีโดยใช้กรอบแนวคิดหลักการของตัวแบบเชิงปฏิบัติการโซ่อุปทาน
English to Thai,"This research also applied the Analytic Hierarchy Process technique in order for the management to selected the metrics that correspond to the company performance consisting of cost, reliability and responsiveness.",ออกแบบมาตรวัดเพื่อประเมินสมรรถนะ              การตอบสนองกลยุทธ์การแข่งขันขององค์กรและใช้เทคนิคกระบวนการวิเคราะห์ตามลำดับชั้นให้ผู้บริหารมีส่วนกำหนดความสำคัญของกลยุทธ์องค์กรและเป็นผู้คัดเลือกมาตรวัดที่สอดคล้องกับความต้องการปรับปรุงสมรรถนะรวมถึงคัดกรองปัจจัยที่มีความสำคัญแตกต่างกันในสามด้านหลักคือ ด้านต้นทุน ด้านความน่าเชื่อถือ และด้านการตอบสนอง และนำผลการประเมินมาออกแบบมาตรการและดำเนินการปรับปรุงสมรรถนะการดำเนินงานในห่วงโซ่อุปทาน
English to Thai,"The assessment result from two main products of premium fresh strawberry and products from strawberry in 4 areas of source, make, deliver and return were used to define the improvements.",โดยผู้วิจัยกำหนดแนวทาง             การปรับปรุงการดำเนินงานของห่วงโซ่อุปทานสำหรับผลิตภัณฑ์ 2 กลุ่มหลักคือ 1. สตรอว์เบอร์รีสดพรีเมียม และ 2. สินค้า     แปรรูปจากสตรอว์เบอร์รี
English to Thai,"The results of applying the sustainable agriculture and stakeholder participation model help increasing the reliability performance, maintaining the field productivity and improving quality and safety of fresh strawberry.",โดยนำผลคะแนนการประเมินทั้ง 4 ด้านของสตรอว์เบอร์รีสดพรีเมียมและสินค้าแปรรูปจาก          สตรอว์เบอร์รี ด้านการจัดหาวัตถุดิบ ด้านการผลิต ด้านการส่งมอบ และด้านการส่งคืนมาใช้เป็นกรอบในการดำเนินงานปรับปรุง
