prefix,input_text,target_text
English to Thai,This research aimed to study the effect of using bottom ash as fine aggregate in concrete towards the compressive strength of high strength concrete.,การวิจัยนี้มีวัตถุประสงค์ เพื่อศึกษาผลกระทบของการใช้เถ้าก้นเตาทดแทนมวลรวมละเอียด ต่อกำลังอัดของคอนกรีตกำลังอัดสูง
English to Thai,"The water binder ratio was 0.35. ""The replacement ratios of bottom ash as fine aggregate were 0%, 10%, 20%, 30%, and 50% by volume of fine aggregate."" ""The replacement ratios of using fly ash as Portland Cement were 0%, 10%, and 30% by volume of cement."" The results of the compressive strength test at 28 days (14 days curing in water) showed that the compressive strength was higher than that of the control concrete when the ratio of bottom ash was not exceeded 30%.","กำหนดอัตราส่วนน้ำต่อวัสดุประสานเท่ากับ 0.35 โดยการใช้เถ้าก้นเตาทดแทนมวลรวมละเอียดที่ ร้อยละ 0, 10, 20, 30  และ 50  โดยปริมาตร  และใช้เถ้าลอยทดแทนปูนซีเมนต์ ร้อยละ 0,  10 และ 30 โดยปริมาตร  จากการทดสอบกำลังอัดคอนกรีตที่อายุ 28 วัน (ระยะเวลาการบ่มน้ำ 14 วัน)  พบว่าค่ากำลังอัดของคอนกรีตมีค่าสูงกว่าคอนกรีตควบคุมเมื่อใช้เถ้าก้นเตาทดแทนมวลรวมละเอียดไม่เกินร้อยละ 30"
English to Thai,It had a maximum compressive strength of 514.8 kg/cm2.,โดยมีค่ากำลังอัดสูงสุด 514.8 kg/cm2
English to Thai,"When fly ash was partially used to replace concrete, it showed that only 10% of fly ash as partial cement replacement had higher compressive strength than that of the control concrete.",และเมื่อใช้เถ้าลอยทดแทนปูนซีเมนต์บางส่วน พบว่า การใช้เถ้าลอยทดแทนปูนซีเมนต์ในอัตราร้อยละ10 เท่านั้น ที่มีค่ากำลังอัดของคอนกรีตมากกว่ากรณีไม่ใช้เถ้าลอย
English to Thai,"This research is to study the income increase of giant sour tamarind farmers through the process of solar dryer academic service at Wang Nok Aen Subdistrict, Wang Thong District, Phitsanulok Province (Longitude: 16º50’32” N Latitude: 100º41’12” E).",งานวิจัยนี้เป็นการศึกษาการเพิ่มรายได้ของกลุ่มเกษตรกรมะขามเปรี้ยวยักษ์ผ่านกระบวนการบริการวิชาการเครื่องอบแห้งพลังงานแสงอาทิตย์ ณ ตำบลวังนกแอ่น อำเภอวังทอง จังหวัดพิษณุโลก (พิกัด ลองจิจูด : 16º50’32” N ละติจูด : 100º41’12” E)
English to Thai,The study divided the objectives into two parts: Part (1) feasibility study of the application of solar dryer for drying giant tamarind.,โดยการศึกษาแบ่งวัตถุประสงค์ออกเป็น 2 ส่วน คือ ส่วนที่ (1) เพื่อศึกษาความเป็นไปได้ของการประยุกต์ใช้เครื่องอบแห้งพลังงานแสงอาทิตย์ในการอบแห้งมะขามเปรี้ยวยักษ์แช่อิ่ม
English to Thai,"In this process, the drying characteristic of the solar dryer is known, for example, the temperature it can achieve (maximum, minimum, and average temperature).",ทั้งนี้กระบวนการดังกล่าวจะทำให้ทราบถึงความสามารถในการอบแห้งของเครื่องอบแห้งพลังงานแสงอาทิตย์ เช่น อุณหภูมิที่เครื่องสามารถทำได้ (อุณหภูมิสูงสุด อุณหภูมิต่ำสุด และอุณหภูมิเฉลี่ย)
English to Thai,"It will also tell you how long it will take for drying to reach its final weight (ready weight). It must be only about 50% of the initial weight. The results showed that the solar dryer was designed and built. ""It will be able to achieve a maximum and minimum temperature in the dryer of about 73.6 ºC and 46.3 ºC, respectively, with the average temperature at which the dryer is approximately 59.3 ºC."" ""In the part of the drying time, the final weight of the ready-to-sell product is 50% of the initial weight."" It is approximately 5 hours (which takes less time than conventional drying using the patio drying method which used 2 days or 18 hours). ""Part (2), to study the possibility of increasing the income of giant tamarind farmers from using solar dryers."" The results showed that two solar dryers were given to farmers groups through the academic service process.",นอกจากนี้ยังจะทำให้ทราบถึงระยะเวลาที่จะต้องใช้ในการอบแห้งเพื่อให้น้ำหนักสุดท้าย (น้ำหนักพร้อมจำหน่าย) ที่จะต้องเหลือเพียงประมาณร้อยละ 50 ของน้ำหนักเริ่มต้น ผลการศึกษาพบว่า เครื่องอบแห้งพลังงานแสงอาทิตย์ที่ได้ดำเนินการออกแบบและสร้างจะสามารถทำอุณหภูมิในเครื่องอบแห้งได้สูงสุด และต่ำสุด ประมาณ 73.6 °C และ 46.3 °C ตามลำดับ โดยค่าเฉลี่ยของอุณหภูมิที่เครื่องทำได้จะอยู่ที่ประมาณ 59.3 °C และในส่วนของระยะเวลาอบแห้งเพื่อให้น้ำหนักสุดท้ายของผลิตภัณฑ์พร้อมจำหน่ายเหลือร้อยละ 50 ของน้ำหนักเริ่มต้น จะอยู่ที่ประมาณ 5 ชั่วโมง (ซึ่งใช้เวลาน้อยกว่าการอบแห้งแบบปกติที่ใช้วิธีการตากแห้งบนลานกว้างที่จะต้องใช้เวลาประมาณ 2 วัน หรือ 16 ชั่วโมง) ส่วนที่ (2) เพื่อศึกษาถึงความเป็นไปได้ของรายได้ที่เพิ่มขึ้นของกลุ่มเกษตรกรมะขามเปรี้ยวยักษ์จากการใช้งานเครื่องอบแห้งพลังงานแสงอาทิตย์ ผลการศึกษาพบว่า เครื่องอบแห้งพลังงานแสงอาทิตย์จำนวน 2 เครื่อง ที่ได้มอบให้กับกลุ่มเกษตรกรผ่านกระบวนการบริการวิชาการนั้น
English to Thai,"It will be able to dry giant tamarind in the amount of 1,800 kg (wet weight) or 900 kg (dry weight) per production cycle in 1 year.","จะสามารถอบแห้งมะขามเปรี้ยวยักษ์แช่อิ่มได้จำนวน 1,800 kg (น้ำหนักเปียก) หรือ 900 kg (น้ำหนักแห้ง) ต่อรอบการผลิตใน 1 ปี"
English to Thai,"When the dried giant tamarind is sold, it will increase the farmers’ income by about 225,000 baht per year or accounted for an increase in revenue compared to the case of distribution of frozen giant tamarind with a selling price of approximately 100 baht/kg, at 45,000 baht per year.","และเมื่อนำมะขามเปรี้ยวยักษ์แช่อิ่มอบแห้งจำหน่ายจะทำให้กลุ่มเกษตรกรมีรายได้เพิ่มขึ้นประมาณ 225,000 บาท ต่อ ปี ""หรือคิดเป็นรายได้ที่เพิ่มขึ้นเมื่อเทียบกับกรณีจัดจำหน่ายมะขามเปรี้ยวยักษ์แช่อิ่มที่มีราคาขายอยู่ที่ประมาณ 100 บาท/kg อยู่ที่ 45,000 บาท ต่อ ปี"""
English to Thai,"In addition, if the farmer's group has improvements in the packaging, it will increase the opportunity to increase their income.",นอกจากนี้หากในอนาคตทางกลุ่มเกษตรกรได้มีการปรับปรุงในเรื่องของบรรจุภัณฑ์ก็จะช่วยเพิ่มโอกาสในการเพิ่มรายได้ได้
English to Thai,This research aims to study the appropriate learning format for a course related with logistics and supply chains management works for the first semester 2020.,งานวิจัยในชั้นเรียนนี้มีวัตถุประสงค์เพื่อศึกษารูปแบบการเรียนที่เหมะสมสำหรับรายวิชาการจัดการโลจิสติกส์และโซ่อุปทาน ภาคเรียนที่ 1 ปีการศึกษา 2563 ที่ส่งผลต่อผลการเรียนในบางประการซึ่งรูปแบบงานวิจัยนี้เป็นการวิจัยเชิงคุณภาพ
English to Thai,"The questionnaires were used to explore the learning problems, threats, and successive approaches from the first-year students in product design program.",ได้แก่ การเก็บข้อมูลและสำรวจด้วยวิธีการสอบถามโดยใช้แบบสอบถามและการระดมความคิดถึงปัญหา อุปสรรคที่พบในการเรียนการสอน รวมไปถึงวิธีการแก้ไขปัญหาและช่วยกันหาทางออกที่เหมาะสมให้กับปัญหาที่พบในแต่ละปัญหาของรายวิชาจัดการ โลจิสติกส์และโซ่อุปทานของนักศึกษาสาชาวิชาวิศวกรรมโลจิสติกส์ชั้นปีที่ 1 ในภาคเรียนที่ 1 ปีการศึกษา 2563
English to Thai,The analyzed results were found that the students always arrive late in classes and have a lot of faculty or university activities are the core problems.,จากการวิจัยพบว่าปัญหาที่สำคัญในการเรียนการสอนที่นำมาสู่การจัดรูปแบบที่เหมาะสมนี้ คือ การมาเรียนสายของนักศึกษา และกิจกรรมทั้งของคณะและมหาวิทยาลัยมีจำนวนมากจนกระทบต่อการเรียนการสอนของรายวิชาดังกล่าว แต่ทั้งนั้นถึงจะพบปัญหาดังที่กล่าวมา
English to Thai,"However, the strengths of activist obtained from SWOT analysis are the increased skills in terms of communication, cooperation, and unity.",โดยจากการวิเคราะห์จุดแข็งจุดอ่อน (SWOT) พบว่าจุดแข็งของกิจกรรมเหล่านี้คือ นักศึกษาสามารถพัฒนาทักษะทางด้านการสื่อสาร การร่วมมือการทำงาน ความสามัคคี จนทำให้งานที่ได้รับมอบหมายประสบความสำเร็จได้
English to Thai,"Therefore, the appropriate learning format for this course was to: (i) take a roll call; (ii) increase an affective score; and (iii) inform about activity periods and make up periods to students at least 2 weeks.",ดังนั้นการจัดรูปแบบที่เหมาะสมของการเรียนการสอนวิชานี้คือ มีการเช็คชื่อตอนเข้าเรียนเพียงครั้งเดียว มีการให้คะแนนจิตพิสัยเพิ่มเติม และต้องบอกถึงกิจกรรมที่จะมาถึงล่วงหน้าประมาณ 2 อาทิตย์และอาจารย์ต้องแจ้งกับนักศึกษาว่าคาบใด และวันใดมีการเลื่อนและการชดเชยเวลาในวันและเวลาดังกล่าวด้วย
English to Thai,"This research, regarding to the technical to increasing efficiency of the vertical axis wind turbine by using the flywheel energy storage.",งานวิจัยเรื่องเทคนิคการเพิ่มประสิทธิภาพกังหันลมแนวแกนตั้ง
English to Thai,The objective was designed and created of the vertical axis wind turbine which were worked together with the flywheel energy storage for the purpose of increased efficiency of the generate electricity.,โดยใช้ล้อช่วยสะสมพลังงาน  มีวัตถุประสงค์เพื่อออกแบบและสร้างกังหันลมแนวแกนตั้งที่ทำงานร่วมกับล้อช่วยแรงสะสมพลังงาน เพื่อเพิ่มประสิทธิภาพในการผลิตกระแสไฟฟ้า
English to Thai,"By means of using the vertical axis wind turbine for the wind turbine blades driven by lifting force designed, Bangi turbine blade type (Squirrel cage) amount of 8 pieces.",โดยใบกังหันลมแนวแกนตั้งออกแบบใบกังหันลมที่ขับด้วยแรงยก ชนิดใบกังหันบันกิ (กรงกระรอก) จำนวน 8 ใบ
English to Thai,"The size of the flywheel energy storage was diameter 30 cm weight 6 kg with wind speed testing 1.5, 2.0, 2.5, 3.0, 3.5 and 4.0 m/second as the respective as the following: The first testing: did not the generator.","ล้อช่วยแรงสะสมพลังงานมีขนาดเส้นผ่านศูนย์กลาง 30 เซนติเมตร หนัก  6 กิโลกรัม ""ทำการทดลองที่ความเร็วลม 1.5, 2.0, 2.5, 3.0, 3.5 และ 4.0 เมตรต่อวินาที ตามลำดับ"" ในการทดลองที่ 1 ไม่ต่อเครื่องกำเนิดไฟฟ้า"
English to Thai,The second testing:  did the generator.,การทดลองที่ 2 ต่อเครื่องกำเนิดไฟฟ้า
English to Thai,The third testing: did the generator and the electric load.,และการทดลองที่ 3 ต่อเครื่องกำเนิดไฟฟ้าและโหลดไฟฟ้า
English to Thai,"The similitude, both of the wind turbine concluded that the wind turbine which got the flywheel energy storage was the best efficiency of the average 32 %.",จากการเปรียบเทียบกังหันลมทั้งสองตัว สรุปได้ว่ากังหันลมตัวที่มีล้อช่วยแรงสะสมพลังงานมีประสิทธิภาพที่ดีกว่า คิดเป็นค่าเฉลี่ยร้อยละ 32
English to Thai,"The purpose of this project is to design and study the satisfaction of wallet for men, pattern identity from Phi Ta Khon, Loie Province.",โครงการนี้มีวัตถุประสงค์เพื่อ ออกแบบกระเป๋าสตางค์สำหรับผู้ชายจากลวดลายอัตลักษณ์ผีตาโขนและเพื่อศึกษาความพึงพอใจของการออกแบบกระเป๋าสตางค์สำหรับผู้ชาย จากลวดลายอัตลักษณ์ผีตาโขนจังหวัดเลย
English to Thai,Collect the data by treatise document the research directly involves traditional product format for use as basic information in developing and designing product and educational tools in this project by using methods to assess consumer satisfaction.,โดยการเก็บรวบรวมข้อมูลโดยการใช้เอกสารตำรา งานวิจัยที่เกี่ยวข้องรูปแบบผลิตภัณฑ์เดิมโดยตรง นำมาใช้เป็นข้อมูลพื้นฐานในการพัฒนาและการออกแบบผลิตภัณฑ์ เครื่องมือที่ใช้ในการวิจัยใช้วิธีการประเมินความพึงพอใจของผู้บริโภค
English to Thai,"For the sample survey in this research are 3 of product design specialist and 30 of consumer the research instruments consisted of treatise document and questionnaires, combined with the simulation.",กลุ่มตัวอย่างที่ใช้ในการวิจัย คือ ผู้เชี่ยวชาญด้านการออกแบบผลิตภัณฑ์ จำนวน 3 ท่าน และกลุ่มผู้บริโภคจำนวน 30 คน เครื่องมือที่ใช้ในการวิจัยประกอบด้วย เอกสารตำรา แบบสอบถาม ประกอบกับภาพจำลอง
English to Thai,"By designing the draft from 3 types of car tire for choose the best process according to consumer opinions only 1 format to analyze the Percentage, Mean (x) and Standard Deviation (S.D) which analysis results are as follows.",โดยการออกแบบร่างกระเป๋า จำนวน 3 แบบ เพื่อเลือกแนวทางที่ดีที่สุด ตามความคิดเห็นของกลุ่มผู้บริโภคเพียง 1 รูปแบบเพื่อวิเคราะห์หาค่าร้อยละ ค่าเฉลี่ย และส่วนเบี่ยงเบนมาตรฐาน ซึ่งผลการวิเคราะห์ ดังนี้
English to Thai,"The analysis result from questionnaire show that consumer groups agree with pattern A, which excerpts the pattern from the elephant's ivory and tusks that represent the pattern identity Phi Ta Khon.",ผลการวิเคราะห์จากแบบสอบถาม พบว่า กลุ่มผู้บริโภคมีความคิดเห็นต่อรูปแบบ A ซึ่งตัดทอนลวดลาย มาจากงวงและงาของช้าง ที่สื่อถึงอัตลักษณ์ของผีตาโขนได้มากที่สุด
English to Thai,The pattern of wallet is blend in conform with style and modern that suitable for using. The product that according the pattern identity Phi Ta Khon the Mean (x = 4.96 S.D.=0.18) is most suitable.,ลวดลายมีความกลมกลืนเข้ากับรูปแบบของกระเป๋าที่มีีความเหมาะในการใช้งาน และรูปแบบของกระเป๋ามีความทันสมัย ซึ่งรูปแบบผลิตภัณฑ์ในด้านการสื่อถึงอัตลักษณ์ของผีตาโขน มีค่าเฉลี่ย (x-bar=4.96 S.D.=0.18) มีความเหมาะสมใน ระดับมากที่สุด
English to Thai,In the pattern for suitable for using (x = 5 S.D.=0) is most suitable.,ในด้านลวดลาย คือ ลวดลายมีความเหมาะสมในการใช้งาน (x-bar=5 S.D.=0) มีความเหมาะสม ในระดับมากที่สุด และในด้าน
English to Thai,And in the shape of wallet for suitable for using the Mean (x =4.96 S.D.=0.18) is most suitable.,รูปทรงของกระเป๋ารูปทรงมีความเหมาะสมในการใช้มีค่าเฉลี่ย (x-bar=4.96 S.D.=0.18) มีความเหมาะสมในระดับมากที่สุด
English to Thai,This research is a study that uses situational models to help solve the problem of various unstable factors in raw sugar production.,งานวิจัยนี้เป็นงานวิจัยที่ใช้แบบจำลองสถานการณ์เข้ามาเพื่อช่วยแก้ลักษณะปัญหาที่มีตัวแปลและปัจจัยต่างๆที่ไม่คงที่ในการผลิตน้ำตาลทรายดิบ
English to Thai,For increase production Find the right amount of production resources.,เพื่อเพิ่มกำลังการผลิต หาจำนวนทรัพยากรในการผลิตที่เหมาะสม
English to Thai,and resulting in the highest production efficiency.,และทำให้เกิดประสิทธิภาพในการผลิตสูงที่สุด
English to Thai,Raw sugar production is a difficult and complicated process.,กระบวนการผลิตน้ำตาลดิบมีกระบวนการที่ยุ่งยากและซับซ้อน
English to Thai,It is a big industry and generates a lot of income for Thailand by exporting sugar to sell abroad.,เป็นอุตสาหกรรมขนาดใหญ่และสร้างรายได้ให้กับประเทศไทยเป็นอย่างมากด้วยการส่งออกน้ำตาลไปขายต่างประเทศ
English to Thai,Which has a continuous increase in demand.,ซึ่งมีความต้องการซื้อเพิ่มขึ้นอย่างต่อเนื่อง
English to Thai,Changing the production line to increase the production potential is costly.,การเปลี่ยนแปลงสายการผลิตเพื่อเพิ่มศักยภาพในการผลิตใช้ต้นทุนสูง
English to Thai,"Therefore, it is imperative to calculate appropriate resources before making any real improvements.",จึงมีจำเป็นอย่างมากที่จะต้องคำนวณหาทรัพยากรต่างๆให้มีความเหมาะสมก่อนทำการปรับปรุงจริง
English to Thai,This research uses real data from a sugar factory in the North.,งานวิจัยนี้ได้ใช้ข้อมูลจริงจากโรงงานผลิตน้ำตาลแห่งหนึ่งในภาคเหนือ
English to Thai,"The research was conducted as a guideline in the simulation for a period of 2 working days, by performing 100 iterations in order to calculate the number of chests and adjust the number of pots sets accordingly.",เพื่อดำเนินงานวิจัยแสดงเป็นแนวทางในการจำลองสถานการณ์เป็นระยะเวลาจำนวน 2 วันทำงาน โดยดำเนินการทำซ้ำจำนวน 100 รอบ
English to Thai,"As a result, the production capacity was increased by 298.16%.",เพื่อทำการคำนวณจำนวนของลูกหีบและปรับเปลี่ยนจำนวนชุดหม้อต่างๆให้มีความเหมาะสมเป็นผลให้สามารถเพิ่มกำลังการผลิตมากขึ้นกว่าเดิมถึง 298.16 %
English to Thai,The objective of this research is to test the operation of electric motors powered by the battery and solar energy at different slope and load conditions.,วัตถุประสงค์ของงานวิจัยนี้เพื่อทดสอบการทำงานของมอเตอร์รถไฟฟ้าที่ขับเคลื่อนด้วยพลังงานจากแบตเตอรี่ร่วมกับพลังงานแสงอาทิตย์ที่สภาวะความชันและภาระโหลดต่างกัน
English to Thai,"By driving 3-wheel truck up a steep road of 6 and 9 degrees and loading weight of 100 and 200 kg, it was found that a 3-wheel truck with 3 seats was powered by electricity from batteries together with solar power.",โดยการทดลองขับรถบรรทุก 3 ล้อขึ้นทางชันของถนนที่ 6 และ 9 องศา และการทดลองบรรทุกน้ำหนักที่ 100 และ 200 กิโลกรัม และพบว่ารถบรรทุก 3 ล้อ ขนาด 3 ที่นั่ง ขับเคลื่อนด้วยไฟฟ้าจากแบตเตอรี่ร่วมกับพลังงานแสงอาทิตย์
English to Thai,By using a DC electric motor with a power of 48 V 750 W and a speed of 2900 rpm.,ด้วยการใช้มอเตอร์ไฟฟ้ากระแสตรงที่มีกำลังไฟฟ้าขนาด 48 โวลต์ 750 วัตต์ และความเร็วรอบ  2900 รอบต่อนาที
English to Thai,"and collecting electricity by four 12 V. 45 Ah batteries in series, the 3-wheel truck can be driven at It is powered by 80 W of power, 23 Ah of current, and 3.23 V of high voltage at a 200 kg payload at a 9-degree road slope.",และเก็บไฟฟ้าโดยแบตเตอรี่ 12 โวลต์ 45 แอมแปร์ชั่วโมง จำนวน 4 ลูก ต่อแบบอนุกรมสามารถทำการขับเคลื่อนรถบรรทุก 3 ล้อที่ขับเคลื่อนโดยใช้กำลังไฟฟ้าสุงถึง 80 วัตต์ กระแส 23 แอมป์ และแรงดันสูง 3.23 โวลต์ ที่การบรรทุก 200 กิโลกรัมที่ความชันถนน 9 องศาได้ การวิจัยครั้งนี้มีวัตถุประสงค์
English to Thai,The purpose of this study were 1) to analyse soils in 11 districts of Kampangphet Province.,1) เพื่อวิเคราะห์ผลเนื้อดินจำนวน 11 อำเภอ จังหวัดกำแพงเพชร
English to Thai,2) to test the effectiveness of soil in 11 districts of Kampangphet Province.,2) เพื่อศึกษาทดลองหาประสิทธิภาพเนื้อดินจำนวน 11 อำเภอจังหวัดกำแพงเพชร
English to Thai,3) to evaluate the users of using sphere products of flower plants and garden trees in 11 districts of Kampangphet Province.4)to transfer the production process of sphere pottery that used for inhibiting the evaporation in flower plants and garden trees that grew in gardening flowerpot in 11 districts of Kampangphet Province.The researcher studied the raw materials of clay and tested by using bendind via for testing the shrinkage of toughness.,3) เพื่อประเมินผลผู้ใช้ผลิตภัณฑ์รูปทรงกลมไม้ดอกไม้ประดับ จำนวน 11 อำเภอ จังหวัดกำแพงเพชร 4) เพื่อถ่ายทอดกระบวนการผลิตเครื่องปั้นดินเผาทรงกลม ที่นำมาใช้ในการยับยั้งการระเหยของน้ำสำหรับใช้กับไม้ดอก ไม้ประดับ ที่ปลูกในกระถาง จำนวน 11 อำเภอ จังหวัดกำแพงเพชร ผู้วืจัยมีได้ศึกษาวัตถุดิบของดินเหนียวและทำการทดลองโดยใช้วิธีการโค้งงอ เพื่อทดสอบการหดตัว ความเหนียว
English to Thai,The research found that local caly sources in 11 districts in kamph aeng phet  province  whose properties are acidic  most sillca compounds phantom it is suitable 96.80 %  try to come down  golden sand 63.12 % and  thungsethi clay soil 63.10 % and   neutral properties   containing the most alumina compounds is  khlong khlung caly 27.01  %  lan krabue clay 24.70 % and thungsethi clay  21.52 % and  alkaline properties  with the highest  is  pang sila thong clay  9.10 %  sai ngam clay 6.46  % and  bueng samakkhi clay 8.82 %  physical properties  the contraction was the most is and  bueng samakkhi clay 9.41 % Followed by  lan krabue clay 8.82 % and  kosamphi clay 6.47  %  has the higest water absorption value is bueng samakkhi clay 21.21 %  try to come down  sai ngam clay  lan krabue  sai thong pattana  20.00 %  and  the most strength value  is rush clay 202.00 kg/cm3  try to come down  kosamkhon clay  151.25 kg/cm3   and  thung sethi clay 98.30 kg/cm3  and  when the technology transfer to the participants was 32.31 % and  worth (S.D.=19.58) value  (t-test = 34.66)  at the same time .05,"ผลวิจัยพบว่า  แหล่งดินเหนียวท้องถิ่น จำนวน 11 อำเภอ ในจังหวัดกำแพงเพชร  ที่มีคุณสมบัติเป็นกรด คือ สารประกอบซิลิกามากสุด คือ ดินเหนียวพรานกระต่าย ร้อยละ 96.80 รองลงมา ดินเหนียวทรายทองวัฒนาร้อยละ 63.12 และดินเหนียวทุ่งเศรษฐี ร้อยละ 63.10  และคุณสมบัติเป็นกลาง ที่มีารประกอบอลูมินามากที่สุด คือ ดินเหนียวคลองขลุง ร้อยละ 27.01 ดินเหนียวลานกระบือ ร้อยละ 24.70 และดินเหนียวทุ่งเศรษฐี ร้อยละ 21.52 และคุณสมบัติเป็นด่าง ที่มีสารประกอบโพแทสเซียมมากที่สุด  คือ ดินเหนียวปางศิลาทอง ร้อยละ 9.10  ดินเหนียว ไทรงาม ร้อยละ 6.46 และดินเหนียวบึงสามัคคีร้อยละ 5.89 ส่วนคุณสมบัติทางกายภาพ ด้านการหดตัวมากที่สุด คือ ดินเหนียวบึงสามัคคี ร้อยละ 9.41 รองลงมา คือ ดินเหนียวลานกระบือร้อยละ 8.82 และดินเหนียวโกสัมพีนคร ร้อยละ 6.47 ค่าการดูดซึมน้ำมากที่สุด คือ ดินเหนียว บึงสามัคคี ร้อยละ 21.21 รองลงมา คือ ดินเหนียวไทรงาม ดินเหนียวลานกระบือ ดินเหนียวทรายทองพัฒนาร้อยละ 20.00 และค่าความแข็งแรงมากที่สุด คือ ดินเหนียวพรานกระต่าย 202.00  กิโลกรัมต่อตารางเซนติเมตร รองลงมา คือ ดินเหนียวโกสัมพีนคร 151.85 กิโลกรัมต่อตารางเซนติเมตร และดินเหนียวทุ่งเศรษฐี  98.30 กิโลกรัมต่อตารางเซนติเมตร ""สำหรับผู้ใช้ผลิตภัณฑ์รูปทรงกลม มีความต้องการมากที่สุด มีค่า  (  = 4.59, S.D. 0.48)"" และการถ่ายทอดเทคโนโลยีให้กับผู้ที่เข้ารับการอบรมมีความก้าวหน้า ร้อยละ 32.31 และ มีค่า (S.D.=19.58) มีค่า (t-test = 34.66) อย่างมีนัยสำคัญทางสถิติที่ระดับ .05"
English to Thai,"This research has studied the supply chain of melon production in Melon Hydro Green Farm, starting from the procurement process, cultivating, fertilizing, harvesting, transporting, and distributing the melon.",งานวิจัยนี้ได้ทำการศึกษาโซ่อุปทานการผลิตเมล่อนของสวนเมล่อนไฮโดรกรีนฟาร์ม เริ่มตั้งแต่กระบวนการจัดหาวัตถุดิบ การเพาะปลูก การดูแลรักษา การเก็บเกี่ยว ไปจนถึงกระบวนการขนส่งและการจัดจำหน่ายผลผลิตของสวน
English to Thai,We also assessed the farm's potential by using SWOT Analysis and analyzed the activities in the value chain to improve and increase operational efficiency.,ผู้วิจัยยังได้ทำการประเมินศักยภาพของสวนโดยใช้ SWOT Analysis และวิเคราะห์กิจกรรมต่างๆในห่วงโซ่คุณค่า (Value Chain) เพื่อหาแนวทางในการพัฒนาและเพิ่มประสิทธิภาพในการดำเนินงาน
English to Thai,"The results found that the farm has a good process to control the quality, passed the GAP certification.",ผลจากการวิจัยพบว่า ทางสวนมีกระบวนการควบคุมคุณภาพของผลผลิตได้ดี ผ่านการรับรองมาตรฐาน GAP
English to Thai,"Their product is in great demand in the market, but the cost of transportation is high because the farm is located far from the market.",ผลผลิตของสวนเป็นที่ต้องการของตลาดอย่างมาก แต่เนื่องจากสวนตั้งอยู่ไกลกับตลาด จึงทำให้ต้องเสียต้นทุนในการขนส่งสูง
English to Thai,Farm lacks of production planning to meet the market demand and the workers lack of skilled and knowledge in new technologies.,นอกจากนี้ทางสวนยังขาดการวางแผนการผลิตให้สอดคล้องกับความต้องการของตลาดและขาดพนักงานที่มีทักษะและความรู้ในด้านเทคโนโลยีใหม่ๆ  ในการจำหน่าย
English to Thai,"As mentioned, they should find nearby markets to distribute the product, reduce the risk of spoilage and unnecessary long-distance transportation.",สวนเมล่อนควรหาแหล่งตลาดใหม่ๆ ที่อยู่ใกล้สวน เพื่อช่วยระบายผลผลิต ลดความเสี่ยงจากผลผลิตเน่าเสียและลดการขนส่งในระยะทางไกลๆโดยไม่จำเป็น
English to Thai,"Technologies should be applied to record, track and plan the production according to the demand and to be able to ease the work.",ทางสวนควรนำเทคโนโลยีเข้ามาช่วยในการจดบันทึก ติดตามและวางแผนการผลิต เพื่อให้สามารถวางแผนการผลิตได้สอดคล้องกับความต้องการและเกิดความสะดวกรวดเร็วในการทำงาน
English to Thai,"Also, the organizational structure should be clearly and provide training for full-time workers about skills and knowledge working.",นอกจากนี้ควรจัดวางโครงสร้างองค์กรให้เป็นสัดส่วนและชัดเจน และจัดฝึกอบรมเพื่อเพิ่มทักษะและความรู้แก่พนักงานประจำในการดูแลสวน
English to Thai,"The aim of this research is to study physical characteristics of banana leaf containers after 75 ̊C, 85 ̊C, and 95 ̊C hot extrusion, for 1, 3 and 5 minutes, respectively, by using a cup-shape mold with 7.6 mm inner diameter and 3 cm depth through hydraulic compression.",วัตถุประสงค์ของงานวิจัยนี้เพื่อศึกษาลักษณะทางกายภาพของภาชนะใบตองหลังการอัดร้อนขึ้นรูป โดยใช้แม่พิมพ์รูปถ้วยที่มีขนาดเส้นผ่านศูนย์กลางภายใน 7.6 cm ความลึก 3 cm ความร้อนในการขึ้นรูปเท่ากับ 75 85 และ 95 ̊C ใช้เวลาในการอัดขึ้นรูปเท่ากับ 1 3 และ 5 นาที ผ่านการอัดแบบไฮดรอลิก
English to Thai,"The number of banana leaf layers used in the hot extrusion are two, three, and four, respectively.",ใบตองที่นำมาใช้ในการอัดขึ้นรูปร้อนจะมีจำนวนเท่ากับ 2 3 และ 4 ชั้น ตามลำดับ
English to Thai,"To analyze the molded containers, the shape and the strength of each container are compared.",การวิเคราะห์ผลจะใช้การเปรียบเทียบรูปทรง และความแข็งแรงของภาชนะ เป็นเกณฑ์ในการเปรียบเทียบแต่ละเงื่อนไข
English to Thai,"From the experiment, it is found that by increasing temperature of the extrusion, the shape of the container is as nearly beautiful as the shape of its mold.",จากการทดลองพบว่าการเพิ่มอุณหภูมิในการอัดขึ้นรูปจะทำให้ภาชนะมีรูปทรงสวยงามใกล้เคียงกับแม่พิมพ์มากยิ่งขึ้น
English to Thai,This is because the heat of the mold makes the banana leaves softer and easier to be formed.,เนื่องจากความร้อนจากแม่พิมพ์ช่วยให้ใบตองมีความอ่อนตัวและสามารถขึ้นรูปได้ง่ายขึ้น
English to Thai,"Likewise, by increasing extrusion time, there is more time for the leaves to shape its form, and this makes the shape of the container beautiful.",ในทำนองเดียวกันการเพิ่มเวลาในการอัดขึ้นรูปจะทำให้ใบตองมีเวลาในการคงรูปเพิ่มขึ้น ซึ่งทำให้รูปทรงของภาชนะมีความสวยงาม
