prefix,input_text,target_text
English to Thai,The research aims to investigate the potential for hot water production of vapor compression heat pump together with photovoltaic/thermal (PV/T).,ในงานวิจัยนี้ได้ศึกษาศักยภาพในการผลิตน้ำร้อนของปั๊มความร้อนแบบอัดไอทำงานร่วมกับโมดูลโฟโตวอลเทอิก/ความร้อน (พีวี/ที)
English to Thai,"The heat pump with a maximum heating capacity of 3,000 W extracted heat from each PV/T module of 1.326 m2 in parallel connection that generated a maximum heating capacity of 200 Wp.","โดยปั๊มความร้อนมีความสามารถในการทำความร้อนสูงสุดที่ 3,000 วัตต์ ทำหน้าที่ดึงความร้อนจากโมดูลพีวี/ที โดยแต่ละโมดูลสามารถผลิตกำลังไฟฟ้าสูงสุด 200 วัตต์ และมีพื้นที่รับรังสี 1.326 ม2"
English to Thai,"This study was considered the suitable sizes of PV/T module and cool water tank for hot water production volumes of 350, 500, and 700 liters at 60 °C every day.","การศึกษาจะพิจารณาขนาดของโมดูลพีวี/ที และขนาดของถังน้ำเย็นที่เหมาะสมในการผลิตน้ำร้อนปริมาณ 350, 500 และ 700 ลิตร ให้มีอุณหภูมิน้ำแต่ละวัน 60 °C"
English to Thai,"The amount of heat and electrical energy generated with various PV/T modules, and cool water sizing including the saving of electrical energy from transmission line compare with that from electrical coil for hot water production were investigated under Chiang Mai, Khon Kaen, Bangkok, and Songkhla climates.",และพิจารณาปริมาณพลังงานความร้อน และไฟฟ้าที่ผลิตได้ เมื่อมีการเปลี่ยนแปลงจำนวนโมดูล และขนาดถังน้ำเย็น รวมถึงพลังงานไฟฟ้าจากระบบจำหน่ายที่สามารถประหยัดได้เทียบกับระบบทำน้ำร้อนที่ใช้ลวดไฟฟ้า ภายใต้สภาวะอากาศของจังหวัดเชียงใหม่ ขอนแก่น กรุงเทพฯ และสงขลา
English to Thai,"The result showed that the presented unit could save electrical energy over 90, 90, 70% of the transmission line, respectively.","ผลการศึกษาพบว่าการผลิตน้ำร้อนปริมาณดังกล่าว ระบบสามารถประหยัดพลังงานไฟฟ้าจากระบบจำหน่ายได้มากกว่าร้อยละ 90, 90 และ 70 ตามลำดับ"
English to Thai,"In term of economic analysis, the suitable numbers of PV/T modules with 300, 300, 50 L of cool water tank, respectively, were found and the payback periods were 5.70, 3.95, 4.83 years, respectively.","และเมื่อพิจารณาผลการวิเคราะห์ทางเศรษฐศาสตร์ ""พบว่าจำนวนโมดูลพีวี/ทีที่เหมาะสมจะอยู่ที่ 8, 8 และ 10 โมดูล ตามลำดับ"" ""โดยมีขนาดถังน้ำเย็นที่ 300, 300 และ 50 ลิตร ตามลำดับ"" ""ทั้งนี้ระยะเวลาคืนทุนเฉลี่ยอยู่ที่ 5.70, 3.95 และ 4.83 ปี ตามลำดับ"""
English to Thai,This research aims to study the coating thicknesses on specimen effecting to the magnetic particle testing.,งานวิจัยนี้มีวัตถุประสงค์เพื่อศึกษาความหนาของสารเคลือบผิวชิ้นงานที่ส่งผลต่อการตรวจสอบด้วยวิธีอนุภาคแม่เหล็ก
English to Thai,"The main studies variables are the coating thickness which study the three coating types, 1.",ตัวแปรหลักที่ทำการศึกษา คือ ความหนาของสารเคลือบ
English to Thai,"White contrast coating, 2.",โดยการศึกษากับสารเคลือบผิวชิ้นงาน 3 ประเภท คือ สารเคลือบสีขาว สารเคลือบสี และสารเคลือบแลคเกอร์
English to Thai,"Color coating, and 3. Lacquer coating. ""The research testes with the NA – 16 notch defect test bar of the wide size, the length size and the depth size 0.0060-inch, 0.0625-inch, and 0.0200-inch respectively.""","ทำการทดสอบกับชิ้นงานมาตรฐานที่จำลองรอยบากร่องขนาดความกว้าง ความยาวและความลึกเป็น 0.0060, 0.0625, และ 0.0200 นิ้ว ตามลำดับ"
English to Thai,The experiment was conducted for indications on both uncoated test specimen and coated test specimen. The experiment tests the coated test specimen that has a low thickness until the thickness where a clear indication cannot be displayed.,การทดลองดำเนินการทดสอบหารอยบ่งชี้ที่ชิ้นทดสอบที่ไม่ได้เคลือบผิว และชิ้นทดสอบที่ผ่านการเคลือบผิวที่มีระดับความหนาน้อยถึงระดับความหนาที่ไม่สามารถแสดงผลของรอยบ่งชี้ที่ชัดเจน
English to Thai,This research uses a ac – yoke for magnetizing the coated test specimen while spraying the fluorescent magnetic powder on the desired location to inspect.,ใช้โย้กเหนี่ยวนำทำให้ชิ้นทดสอบเป็นแม่เหล็ก ขณะเดียวกันฉีดพ่นผงแม่เหล็กแบบเรืองแสงลงตำแหน่งที่ต้องการตรวจสอบ
English to Thai,The images are recorded via a microscope at 30X magnification under UV – A light in a dark room.,จากนั้นทำการบันทึกภาพด้วยกล้องไมโครสโครปที่กำลังขยาย 30 เท่า ภายใต้แสง UV – A ในห้องมืด ทำการวัดผลจากความยาวของรอยบ่งชี้ที่ปรากฏของแต่ละประเภทของสารเคลือบ
English to Thai,The experimental results found that the thickness of the 3 types of coatings affected the amount of magnetic field intensity generated on the specimens of different coating thicknesses.,จากผลการทดลอง พบว่า ความหนาของสารเคลือบทั้ง 3 ประเภท มีผลต่อปริมาณความหนาแน่นของสนามแม่เหล็กที่เกิดขึ้นที่รอยบากร่องของชิ้นทดสอบที่ระดับความหนาแตกต่างกัน
English to Thai,"The thickness of the coating that has the greatest and the least effect on the magnetic field strength are the white coating., the lacquer and the color coating respectively. ""The values of three coated types thickness affect the magnetic field strength are 61.19 µm, 73.63 µm, and 83.56 µm respectively.""","ความหนาของสารเคลือบที่ส่งผลต่อความหนาแน่นของสนามแม่เหล็กมากที่สุดไปถึงน้อยสุด คือ สารเคลือบสีขาว แลคเกอร์และสารเคลือบสี โดยมีค่าของความหนาที่ส่งผลต่อความหนาแน่นสนามแม่เหล็กเป็นค่า 61.19, 73.63 และ 83.56 ไมโครเมตร ตามลำดับ"
English to Thai,The coating thickness is acceptable when the length of the indication on the coated surface is at least 50% of the length of the corresponding indication prior to coating according to the Section V of ASME Code.,โดยพิจารณาจากขนาดความของรอยบ่งชี้ที่ลดลงมีค่าเป็นครึ่งหนึ่งของรอยบกพร่องที่ยอมได้ตามเกณฑ์ตามมาตรฐานของ ASME Section V
English to Thai,Foot and mouth disease is a contagious disease of animals. It was found that it spreads out in the late rainy season and the early winter in every year.,โรคปากและเท้าเปื่อยเป็นโรคที่ติดต่อที่เกิดขึ้นในสัตว์พบว่ามีการแพร่ระบาดได้ในช่วงปลายฝนต้นหนาวของทุกปี
English to Thai,"It is caused by seven aphthoviruses: A, O, C, SAT 1, SAT 2, SAT 3 and Asia 1.","ซึ่งเกิดจากเชื้อไวรัสแอฟโท มีทั้งหมด 7 ชนิดคือ ชนิด A, O, C, SAT 1, SAT 2, SAT 3 และ Asia 1"
English to Thai,"In Thailand, only three aphthoviruses was found (i.e., A, O and Asia 1).","สำหรับในประเทศไทยพบเพียง 3 ชนิด คือ ชนิด A, O และ Asia 1"
English to Thai,"These viruses were found in the secretions, milk and semen of the infected animals.",ไวรัสชนิดนี้ถูกพบได้ในสารคัดหลั่งในสัตว์ที่มีการติดเชื้อและยังพบได้ในน้ำนมและน้ำเชื้อในสัตว์ติดเชื้อ
English to Thai,"Since the pandemic is significant, we studied the problems from the reports of the pandemic of the foot and mouth disease from 2013–2022, analyzed and searched for the solutions by creating the mathematical model(s) of the foot and mouth disease, finding the balance point(s) of the model(s), considering the numerical results and identifying the conditions of the stability(ies) of disease free equilibrium state and disease endemic equilibrium state.",ด้วยเล็งเห็นความสำคัญของสถานการณ์การระบาดของโรค ผู้วิจัยจึงได้ทำการศึกษาปัญหาจากข้อมูลรายงานสถานการณ์การระบาดของโรคปากและเท้าเปื่อยในช่วงปี พ.ศ. 2556–2565 พร้อมทั้งวิเคราะห์และหาวิธีการแก้ปัญหา โดยการสร้างแบบจำลองทางคณิตศาสตร์ของโรคปากและเท้าเปื่อย พิจารณาหาจุดสมดุลของแบบจำลองและพิจารณาหาผลเฉลยเชิงตัวเลข พร้อมทั้งหาเงื่อนไขที่ทำให้เกิดความเสถียรภาพภายในของจุดสมดุลภายใต้สภาวะการระบาดไร้โรค และสภาวะการระบาดเรื้อรัง
English to Thai,The results were shown in the form of basic reproductive numbers.,แล้วนำมาแสดงในรูปแบบของค่าสืบพันธุ์พื้นฐาน
English to Thai,The numerical results were analyzed for controlling the disease and providing the guidelines for reducing the pandemic of the foot and mouth disease.,ซึ่งผลลัพธ์เชิงตัวเลขนำมาวิเคราะห์การควบคุมของโรค และเป็นแนวทางสำหรับลดการระบาดของโรคปากและเท้าเปื่อย
English to Thai,The objective of this study is to improve the warehouse performance by redesigning the warehouse layout and re-location for storing the odds and end in a public hospital.,วัตถุประสงค์การศึกษาเพื่อออกแบบผังและปรับปรุงตำแหน่งการจัดวางสินค้าคงคลังภายในคลังสินค้าสำหรับจัดเก็บพัสดุของใช้สอยภายในโรงพยาบาลรัฐแห่งหนึ่ง
English to Thai,"As surveyed, the background problem reveals that there is an ineffective storage policy for each product group, resulting in unvalued time-consuming and unproductive traveling in picking processes.",จากการสำรวจสภาพปัญหาพบว่า กรณีศึกษามีการจัดเรียงสินค้าที่ไม่มีประสิทธิภาพให้กับกลุ่มสินค้าแต่ละรายการส่งผลให้ใช้ระยะเวลาการเดินหยิบสินค้าที่มากเกินความจำเป็น
English to Thai,"To overcome this issue, this research gathered data on SKUs’ picking frequency in total 244 items, categorized by three product groups, namely mold, odds and end, and office equipment.","ข้อมูลที่ใช้ในการวิเคราะห์เพื่อปรับปรุงปัญหาดังกล่าว ประกอบด้วยความต้องการสินค้าจำนวน 244 รายการ ""แบ่งออกเป็น 3 กลุ่มผลิตภัณฑ์ ประกอบด้วยแบบพิมพ์, พัสดุและเครื่องใช้สำนักงาน"""
English to Thai,"For the analysis, two main approaches: ABC class-based layout and storage relocation assignment model are applied for finding the appropriate warehouse layout and optimal storage location.",ตัวแบบที่ใช้ในการศึกษาเปรียบเทียบประกอบด้วย การจัดกลุ่มผังเก็บสินค้าแบบ ABC-based Layout และตัวแบบคณิตศาสตร์เชิงเส้นเพื่อกำหนดตำแหน่งจัดวางสินค้า
English to Thai,The result from a comparative analysis of performance evaluations shows that the optimal layout derived by picking frequencies with considering of items’ prioritization is the best design.,ผลจากการทดสอบเปรียบเทียบประสิทธิภาพของตัวแบบทั้งสองด้วยระยะทางการเดินหยิบสินค้าจากความถี่ในการสั่งซื้อทั้งปี
English to Thai,"With the new layout, the case gain benefits of better efficiency in terms of the shortest travel distance reduction from 81,950.6 to 77,591.7 meters a year (account for 5% of reduction) and the average time of picking processes deducts from 34.2 to 32.13 hours per year.","จากสถิติการใช้งานตลอดทั้งปีพบว่า ตำแหน่งการจัดวางสินค้าที่ได้ทดสอบร่วมกับการจัดลำดับความสำคัญด้วยตัวแบบคณิตศาสตร์เชิงเส้น ช่วยลดระยะการเดินทางในการหยิบสินค้าลงได้จากเดิมที่มีระยะทางในการเดินรวม 81,950.6 เมตรต่อปี ลดลงเป็น 77,591.7 เมตรต่อปี หรือคิดเป็น 5 % และระยะเวลาเฉลี่ยจากเดิม 34 ชั่วโมง 2 นาที ลดลงเหลือ 32 ชั่วโมง 13 นาที"
English to Thai,The use of agricultural biomass as raw material for activated carbon production has been increasing because it is cheap and largely generated amount.,การใช้ชีวมวลเหลือทิ้งทางการเกษตรที่เป็นวัตถุดิบในการผลิตถ่านกัมมันต์มีมากขึ้น เนื่องจากมีราคาถูกและมีปริมาณมาก
English to Thai,The produced activated carbon was useful for remove the pollutants from aqueous media.,ถ่านกัมมันต์ที่ผลิตได้สามารถใช้ในการกำจัดมลพิษในน้ำได้
English to Thai,This work aims to study the effects of temperature and time on the activated carbon production from coconut coir obtained from Chonburi province.,งานวิจัยนี้จึงมีวัตถุประสงค์เพื่อศึกษาผลของอุณหภูมิและเวลาต่อการผลิตถ่านกัมมันต์จากกาบมะพร้าวจากพื้นที่ในจังหวัดชลบุรี
English to Thai,The experiments were divided into two stages: (i) biochar production and (ii) activated carbon production.,โดยแบ่งการผลิตออกเป็น 2 ขั้นตอน คือ การผลิตถ่านชีวภาพและการผลิตถ่านกัมมันต์
English to Thai,The results revealed that both temperature and operation time had the significant effects on solid yield and surface area of Biochar.,จากการทดลองพบว่าอุณหภูมิและเวลามีผลต่อร้อยละผลได้ของแข็งและพื้นที่ผิวของถ่านชีวภาพอย่างมีนัยสำคัญ
English to Thai,"After that, the biochar obtained from different conditions were activated by using 4M KOH, 4M H3PO4 and 4M H2SO4 at the desired temperatures and operating time to produce activated carbon.",จากนั้นนำถ่านชีวภาพที่ผลิตจากภาวะต่าง ๆ มากระตุ้นด้วยโพแทสเซียมไฮดรอกไซด์ กรดฟอสฟอริก และกรดซัลฟูริก ความเข้มข้น 4 โมลาร์ และเผาที่อุณหภูมิและเวลาที่กำหนดเพื่อผลิตเป็นถ่านกัมมันต์
English to Thai,"The results showed that biochar which was produced at 500 oC and 1 h, then activated by KOH at 200 oC and 2 h provided the activated carbons with the highest surface area of 1,147.74 m2/g.","พบว่าชีวภาพที่ผลิตด้วยการเผาที่ 500 องศาเซลเซียส เป็นเวลา 1 ชั่วโมง ""จากนั้นกระตุ้นด้วยโพแทสเซียมไฮดรอกไซด์ที่อุณหภูมิ 200 องศาเซลเซียส เป็นเวลา 2 ชั่วโมง ได้ถ่านกัมมันต์ที่มีพื้นที่ผิวสูงสุด 1,147.74 ตารางเมตรต่อกรัม และการดูดซับเมทิลีนบลูสอดคล้องกับไอโซเทอร์มการดูดซับแบบแลงเมียร์"""
English to Thai,"In addition, the Methylene Blue adsorption was found to follow the Langmuir isotherm model (R2 = 0.9993).",โดยมีค่า R2 เท่ากับ 0.9993
English to Thai,The overall experimental results revealed that activated carbon produced from coconut coir could be operated under lower temperature and exhibited opportunity and possibility to design the cheap and uncomplicated kiln.,ผลการทดลองแสดงให้เห็นว่าการผลิตถ่านกัมมันต์จากกาบมะพร้าวสามารถดำเนินการที่อุณหภูมิต่ำได้ รวมถึงมีความเป็นไปได้ในการสร้างเตาเผาเพื่อผลิตถ่านชีวภาพและถ่านกัมมันต์ที่ไม่ซับซ้อนและต้นทุนไม่สูง
English to Thai,The production energy can be reduced.,สามารถลดการใช้พลังงานได้
English to Thai,"Moreover, the production cost for activated carbon was presented that it was lower than that of commercial activated carbon.",และใช้ต้นทุนน้อยกว่าถ่านกัมมันต์ที่มีขายเชิงพาณิชย์
English to Thai,"Therefore, it probably had an opportunity for commercial business competition or further development to new products for pollutant adsorption and other proposes.",จึงแสดงให้เห็นถึงความเป็นไปได้ในการลงทุนหรือต่อยอดเป็นผลิตภัณฑ์สำหรับการดูดซับมลพิษต่อไป
English to Thai,"In this article, the purpose is to demonstrate PD and LQR balancing robot design principles.",บทความนี้มีจุดมุ่งหมายที่จะแสดงให้เห็นถึงหลักการออกแบบของหุ่นยนต์ดุลยภาพของตัวควบคุมแบบ พีดี และแอลคิวอาร์
English to Thai,"In that design, the robot uses the principle of dynamic movement and Newton's laws.",ในการออกแบบนั้น หุ่นยนต์ใช้หลักการเคลื่อนไหวแบบไดนามิกและกฎของนิวตัน
English to Thai,The mathematical model of the balancing robot is not linear.,แบบจำลองทางคณิตศาสตร์ของหุ่นยนต์ดุลยภาพจะไม่เป็นแบบเส้นตรง
English to Thai,Therefore the robot must convert the nonlinear balancing robot mathematical model to a linear one.,ดังนั้น หุ่นยนต์ต้องแปลงแบบจำลองทางคณิตศาสตร์ของหุ่นยนต์ดุลยภาพไม่เชิงเส้นให้เป็นแบบเชิงเส้น
English to Thai,A mathematical model of the balancing robot is applied to the controller design.,แบบจำลองทางคณิตศาสตร์ของหุ่นยนต์ดุลยภาพนำไปใช้กับการออกแบบตัวควบคุม
English to Thai,"In the design of the controller for balancing robots, the researchers chose both controllers because they were easy to adapt to the system of the balancing robot.",ในการออกแบบตัวควบคุมหลักสำหรับหุ่นยนต์ปรับสมดุล ผู้วิจัยได้เลือกตัวควบคุมทั้งสองเพราะง่ายต่อการปรับให้เหมาะสมกับระบบของหุ่นยนต์ทรงตัว
English to Thai,The Simulink was used to simulate motion and experiment with the controller's logic to stabilize the robot by simulating the system of the robotic balance used in the design of the controller and comparing the efficiency of the robot's angle and balance to maintain stability and eliminate potential interference in the system.,โดยเลือกใช้ Simulink จำลองการเคลื่อนที่และทดลองตรรกะของตัวควบคุมเพื่อทำให้หุ่นยนต์ทรงตัวให้มีเสถียรภาพ โดยการจำลองระบบของหุ่นยนต์ทรงตัวที่ใช้ในการออกแบบตัวควบคุม และเปรียบเทียบประสิทธิภาพของมุม และทรงตัวของหุ่นยนต์ เพื่อรักษาเสถียรภาพและขจัดสัญญาณรบกวนที่อาจเกิดขึ้นในระบบ
English to Thai,The examination results compared the performance index of the balancing robot control system using both controllers.,ผลการทดสอบได้เปรียบเทียบค่าดัชนีสมรรถนะของระบบควบคุมหุ่นยนต์ดุลยภาพที่ใช้ตัวควบคุมทั้งสองแบบ
English to Thai,The control of the balancing robot system uses a controller to stabilize the equilibrium robot's angle and balance.,การควบคุมระบบหุ่นยนต์ดุลยภาพจะใช้ตัวควบคุมในการรักษาเสถียรภาพของมุม และทรงตัวของหุ่นยนต์ดุลยภาพ
English to Thai,The test results showed that stabilizing the balancing robot using the LQR control furnishes better stabilization than the PD controller.,จากผลการทดสอบพบว่าในการรักษาเสถียรภาพของหุ่นยนต์ดุลยภาพโดยใช้ควบคุมแบบแอลคิวอาร์ให้การรักษาเสถียรภาพดีกว่าตัวควบคุมแบบพีดี
English to Thai,"Navigation systems and online maps, Mobile application, and other platforms, are becoming increasingly important due to increasing users and providers.",ระบบนำทางแผนที่ออนไลน์ทั้งบนเว็บบราวเซอร์ โทรศัพท์เคลื่อนที่ และแพลตฟอร์มอื่น ๆ ปัจจุบันมีความสำคัญขึ้นอย่างมากเนื่องจากการเพิ่มขึ้นของผู้ใช้งาน ผู้ให้บริการ
English to Thai,Place names or geonames (geographic names) are essential sources of information that users tend to use as keywords in their searches.,โดยชื่อสถานที่หรือชื่อภูมิศาสตร์คือแหล่งข้อมูลสำคัญที่ผู้ใช้งานมักจะใช้เป็นคำสำคัญในการค้นหา
English to Thai,Including storing these data in different categories.,รวมทั้งการจัดเก็บข้อมูลเหล่านี้ให้อยู่เป็นหมวดหมู่ต่าง ๆ ด้วย
English to Thai,"This research aims to create a model capable of extracting geonames and automatically categorizing them from the social media source of Twitter, one of the popular platforms in Thailand. ""It is a fast and always up-to-date information source, providing the opportunity to discover new geographic locations and helpful in gathering geospatial information without needing a field survey.""",ซึ่งงานวิจัยนี้มีวัตถุประสงค์เพื่อสร้างแบบจำลองที่สามารถสกัดเอาชื่อภูมิศาสตร์พร้อมทั้งจัดหมวดหมู่แบบอัตโนมัติโดยมีแหล่งข้อมูลสำคัญคือสื่อสังคมออนไลน์จากทวิตเตอร์ซึ่งเป็นแพลตฟอร์มที่ได้รับความนิยมในประเทศไทยแพลตฟอร์มหนึ่ง เป็นแหล่งข้อมูลข่าวสารที่มีความรวดเร็วและมีการอัพเดตข้อมูลตลอดเวลาทำให้มีโอกาสพบกับชื่อภูมิศาสตร์ที่เป็นสถานที่ใหม่ ๆ ซึ่งเป็นประโยชน์กับการรวบรวมข้อมูลภูมิสารสนเทศโดยที่ไม่จำเป็นต้องออกไปสำรวจข้อมูลภาคสนามเพียงอย่างเดียว
English to Thai,Named-entity recognition standard tool cannot be used directly because of the classification of name entities that are not categorized by geographic names.,ซึ่งเครื่องมือทางด้านการรู้จำชื่อเฉพาะในภาษาไทยนั้นไม่สามารถนำมาใช้ได้โดยตรงเนื่องจากมีการแบ่งประเภทของชื่อเฉพาะที่ไม่ได้จำแนกหมวดหมู่ของชื่อภูมิศาสตร์ไว้
English to Thai,"As for the model, the conditional random field algorithm is applied to linguistic features such as place prepositions (near, far, next, next to, etc.) ""and prefixes, for instance, school, market, temples, villages, etc.""",โดยในส่วนของงานวิจัยนี้นำเอาอัลกอริทึมคอนดิชันนอลแรนดอมฟิลด์มาประยุกต์ใช้ร่วมกับคุณลักษณะทางภาษา เช่น คำบุพบทที่แสดงถึงสถานที่ (ใกล้ ไกล ถัดจาก ถัดไป ฯลฯ) คำนำหน้า เช่น โรงเรียน ตลาด วัด หมู่บ้าน ฯลฯ
English to Thai,"This study, the Corpus was created from 28,082 Twitter messages, representing 80 percent of the 22,445 training set and 20 percent of the test set of 5,617 messages.","ซึ่งในงานวิจัยนี้มีการสร้างคลังข้อมูลภาษา (corpus) ขึ้นมาจากข้อความทวิตเตอร์ จำนวน 28,082 ข้อความ ""แบ่งเป็นข้อมูลสำหรับฝึกสอน 22,445 ข้อความ คิดเป็นร้อยละ 80 และข้อมูลสำหรับทดสอบจำนวน 5,617 ข้อความ คิดเป็นร้อยละ 20"""
English to Thai,"According to the algorithm used to word tokenize, the experiment was designed into two main groups.",โดยออกแบบการทดลองออกเป็น 2 กลุ่มหลัก ตามอัลกอริทึมที่ใช้ในการตัดคำ
English to Thai,"The study result of the model with the highest overall accuracy (F1) was 0.946, which provided sufficient overall accuracy for relevant applications both on the web browser.",ซึ่งผลการศึกษาแบบจำลองที่ให้ค่าความถูกต้องโดยรวม (F1) สูงที่สุดคือ 0.946 ซึ่งให้ความถูกต้องโดยรวมเพียงพอสำหรับการนำไปใช้งานในส่วนที่เกี่ยวข้องต่อไป
English to Thai,This article introduces the synthesis of single-input five-output universal filter employing VDTA as the major active component.,บทความนี้นำเสนอการสังเคราะห์วงจรกรองสัญญาณอเนกประสงค์อันดับสองแบบหนึ่งอินพุตและห้าเอาต์พุต
English to Thai,"The proposed universal filter operates voltage-mode and it can also generate the five filter functions, namely lowpass (LP), bandpass (BP) highpass (HP) bandstop (BS) and allpass (AP) responses simultaneously without modifying the circuit configuration.",วงจรที่นำเสนอทำงานในโหมดแรงดัน โดยนำวงจร VDTA มาใช้เป็นอุปกรณ์แอคทีฟหลัก สามารถสังเคราะห์ฟังก์ชันกรองสัญญาณได้ครบทั้งห้ารูปแบบพร้อมกัน ได้แก่ ฟังก์ชันกรองสัญญาณแบบกรองผ่านความถี่ต่ำ (LP) กรองผ่านแถบความถี่ (BP) ผ่านความถี่สูง (HP) ตัดแถบความถี่ (BS) และกรองผ่านทุกความถี่ (AP) โดยไม่ต้องปรับเปลี่ยนโครงสร้างของวงจร
English to Thai,The proposed filter achieves the electronically and orthogonal variation of the significant parameter natural angular frequency and the quality factor.,นอกจากนี้วงจรกรองสัญญาณที่นำเสนอยังสามารถปรับค่าความถี่เชิงมุมธรรมชาติและตัวประกอบคุณภาพของวงจรได้อิสระต่อกันด้วยวิธีการทางอิเล็กทรอนิกส์
English to Thai,Detail analysis of non-ideal VDGA effects and circuit component sensitivity are included.,และได้ทำการจำลองคุณลักษณะการทำงานของวงจรกรองสัญญาณดังกล่าวด้วยโปรแกรม PSpice
English to Thai,The achievement of the filter circuit is demonstrated with PSPICE simulations based on TSMC 0.25 microns CMOS technology and experimental workability employing IC CA3080.,โดยใช้เทคโนโลยีซีมอส 0.25 ไมครอน อีกทั้งยังได้ต่อวงจรทดสอบการทำงานของวงจรที่นำเสนอโดยใช้ไอซีเบอร์ CA3080
English to Thai,"Further, the tuning results of natural angular frequency without affecting the quality factor have an average error of 3.727%.",ซึ่งผลการแปรค่าความถี่เชิงมุมธรรมชาติจะเห็นได้ว่าไม่ส่งผลต่อค่าตัวประกอบคุณภาพ โดยพบค่าความผิดพลาดเฉลี่ยเท่ากับ 3.727%
English to Thai,The total harmonic distortion (THD) of BP filter response has been investigated that the maximum THD values of 10.782%.,จากการพิจารณาความผิดเพี้ยนของฮาร์มอนิก (THD) ของผลตอบสนองแบบ BP พบว่า THD มีค่าสูงสุดเท่ากับ 10.782%
English to Thai,"Moreover, the work results when the temperature discretely run between 0 ºC to 100 ºC, it illustrates that the maximum deviation of temperature at 100 ºC is equal to 16.98%.",นอกจากนี้ยังพบว่าการทำงานของวงจรกรองสัญญาณที่นำเสนอเมื่ออุณหภูมิเกิดการเปลี่ยนแปลงตั้งแต่ 0 ºC ถึง 100 ºC มีค่าความเบี่ยงเบนสูงสุดเท่ากับ 16.98% ที่อุณหภูมิ 100 ºC
English to Thai,"In addition, the operational analysis of the proposed filter with Monte Carlo method which the trend of natural angular frequency was approximately 1.593 MHz with only 0.189% of relative error.",รวมทั้งทำการวิเคราะห์ผลการทำงานของวงจรทางสถิติด้วยวิธี Monte Carlo ผลที่ได้พบว่าแนวโน้มของความถี่เชิงมุมธรรมชาติมีค่าความผิดพลาดเพียง 0.189% เท่านั้น
English to Thai,The all simulation and experimental results of the filter circuit are the corresponding to the proposed theoretical.,ซึ่งผลที่ได้ทั้งหมดจากการจำลองและการต่อวงจรทดลองมีความสอดคล้องกับทฤษฎีที่นำเสนอ
English to Thai,"PM2.5 has become a serious concern in Thailand, particularly in Bangkok and its vicinity.",PM2.5 ถือเป็นปัญหาสำคัญของประเทศไทยโดยเฉพาะในกรุงเทพมหานครและปริมณฑล
English to Thai,"It has significant impacts on human health, economy and society.",ส่งผลกระทบอย่างมากมายต่อสุขภาพ เศรษฐกิจและสังคม
English to Thai,A prediction method based on mathematical models is an alternative approach to obtain estimates of PM2.5 concentrations.,การพยากรณ์โดยใช้แบบจำลองทางคณิตศาสตร์เพื่อตรวจสอบระดับความเข้มข้นของ PM2.5 เป็นทางเลือกที่ทำให้ทราบค่าประมาณของ PM2.5
English to Thai,"This research proposes long short-term memory (LSTM) neural networks to develop models to forecast the levels of fine particulate matter in Bangkok, ambient and roadside areas.",งานวิจัยนี้นำเสนอวิธีโครงข่ายประสาทเทียมแบบหน่วยความจำระยะสั้นแบบยาวในการสร้างแบบ จำลองเพื่อใช้ในการทำนายปริมาณฝุ่นอนุภาคขนาดเล็กดังกล่าวบริเวณพื้นที่ทั่วไปและริมถนนในกรุงเทพมหานคร
English to Thai,"Correlation analysis was used to select the key variables, and the RMSE and MAPE criteria were employed as forecasting performance measures.",ใช้การวิเคราะห์สหสัมพันธ์คัดเลือกตัวแปรหลักเข้าสู่แบบจำลองและเกณฑ์ RMSE และ MAPE เป็นเครื่องมือวัดประสิทธิภาพการพยากรณ์
English to Thai,Eight different models were constructed using air quality and meteorological data.,ซึ่งพัฒนาแบบจำลองที่แตกต่างกันได้ 8 แบบโดยอาศัยข้อมูลคุณภาพอากาศและข้อมูลอุตุนิยมวิทยา
English to Thai,"The results demonstrated that for ambient area, model 2 (which includes the variables PM10, NO2, CO, O3, SO2 and LAGPM2.5) was the best model with an average RMSE of 8.05 and an average MAPE of 27.22.","ผลการวิจัยพบว่าสำหรับพื้นที่ทั่วไปแบบ จำลองที่ 2 ที่ประกอบด้วยตัวแปร PM10, NO2, CO, O3, SO2 และ LAGPM2.5 เป็นแบบจำลองที่ให้ความแม่นยำสูงสุด ให้ค่าเฉลี่ย RMSE = 8.05, ค่าเฉลี่ย MAPE = 27.22"
English to Thai,"In roadside area, model 8 (which contains the variables PM10, NO2, CO, Temp, Hum, Press, WindSp, WindDir and LAGPM2.5) showed the best performance with an average RMSE of 4.83 and an average MAPE of 22.57. ""Additionally, the prediction models at roadside site (model 5-8) were more accurate than the others (model 1-4).""","ส่วนพื้นที่ริมถนนแบบจำลองที่ 8 มีตัวแปร PM10, NO2, CO, Temp, Hum, Press, WindSp, WindDir และ LAGPM2.5 เป็นแบบจำลองที่เหมาะสมที่สุดให้ค่าเฉลี่ย RMSE= 4.83, ค่าเฉลี่ย MAPE = 22.57 แบบจำลองบริเวณริมถนน (แบบจำลองที่ 5-8) มีค่าผิดพลาดน้อยกว่าแบบจำลองในพื้นที่ทั่วไป (แบบจำลองที่ 1-4)"
English to Thai,"Estimates based upon short-term past data, 1 day, tended to have smaller forecast errors.",และการพยากรณ์ที่ใช้ข้อมูลย้อนหลังเป็นระยะสั้น 1 วันมีแนวโน้มให้ผลลัพธ์ที่ถูกต้องมากขึ้น
